invoice_id,invoice_number,external_invoice_ref,customer_id,contract_id,order_id,billing_region_id,issued_by_employee_id,invoice_date,due_date,invoice_status,subtotal_amount,tax_amount,refund_amount,paid_amount,paid_date,currency,payment_terms
10263,INV-2023-010263,AR-2023-768004,854,2583,24108,11,19,2023-09-17,2023-10-02,Paid,6345.16,444.16,0.00,6725.87,2023-09-29,EUR,Net 45
10264,INV-2024-010264,AR-2024-464518,501,2305,5514,6,255,2024-08-14,2024-09-13,Paid,7011.39,911.48,0.00,7432.08,2024-10-19,CAD,Net 30
10265,INV-2025-010265,AR-2025-251881,2232,103,,2,291,2025-06-24,2025-08-23,Overdue,32872.68,2301.09,0.00,0.00,,USD,Net 60
10266,INV-2025-010266,AR-2025-973501,182,1493,3683,3,45,2025-01-11,2025-02-25,Paid,33675.70,4377.84,0.00,35696.24,2025-02-12,USD,Net 30
10267,INV-2024-010267,AR-2024-583242,756,3478,26321,8,67,2024-03-29,2024-05-28,Overdue,3031.96,394.15,0.00,0.00,,USD,Net 45
10268,INV-2023-010268,AR-2023-810809,1916,1958,6502,10,199,2023-05-01,2023-05-16,Open,10365.42,725.58,0.00,0.00,,CAD,Net 15
10269,INV-2024-010269,AR-2024-232967,852,3548,,6,253,2024-08-23,2024-10-07,Paid,12459.80,872.19,0.00,13207.39,2024-09-12,USD,Net 45
10270,INV-2024-010270,AR-2024-520295,278,3582,44,7,99,2024-11-21,2025-01-05,Paid,2127.99,276.64,0.00,2255.66,2025-01-11,GBP,Net 30
10271,INV-2024-010271,AR-2024-160966,96,3095,,7,233,2024-09-15,2024-11-14,Paid,12168.91,608.45,3295.97,9603.08,2024-09-17,USD,Net 60
10272,INV-2025-010272,AR-2025-948385,476,196,15975,9,125,2025-03-09,2025-05-08,Paid,16875.50,843.77,0.00,17888.03,2025-03-28,USD,Net 30
10273,INV-2023-010273,AR-2023-406395,190,1964,303,11,196,2023-12-21,2024-01-05,Open,16608.78,830.44,0.00,0.00,,USD,net 30 
10274,INV-2025-010274,AR-2025-917451,239,1580,1789,3,236,2025-04-25,2025-05-25,Open,5134.39,359.41,0.00,0.00,,USD,Net 15
10275,INV-2026-010275,AR-2026-783245,261,1075,,9,110,2026-01-26,2026-03-27,Paid,3440.37,0.00,0.00,3646.79,2026-02-03,USD,Net 60
10276,INV-2023-010276,AR-2023-186671,1758,1837,10240,5,234,2023-05-10,2023-05-25,Paid,40284.57,0.00,0.00,42701.65,2023-06-21,USD,Net 60
10277,INV-2024-010277,AR-2024-507033,520,2681,6904,8,204,2024-09-07,2024-11-06,paid ,9126.07,1186.39,0.00,0.00,2024-11-08,USD,net 30 
10278,INV-2025-010278,AR-2025-174280,1215,3633,7196,2,58,2025-04-05,2025-04-20,Open,5042.48,655.52,0.00,0.00,,CAD,Net 60
10279,INV-2024-010279,AR-2024-877519,1170,3451,363,10,239,2024-06-14,2024-08-13,Paid,39.98,2.00,0.00,42.38,2024-08-04,USD,Net 15
10280,INV-2025-010280,AR-2025-351147,648,531,26273,8,259,2025-01-03,2025-02-17,Paid,5329.77,266.49,0.00,5649.56,2025-01-14,USD,Net 60
10281,INV-2026-010281,AR-2026-707078,1966,774,4341,9,223,2026-01-19,2026-03-20,Paid,2313.51,161.95,0.00,2452.32,2026-03-10,USD,Net 60
10282,INV-2026-010282,AR-2026-199277,44,637,14837,8,156,2026-05-26,2026-07-25,Open,21716.11,0.00,0.00,0.00,,USD,Net 15
10283,INV-2026-010283,AR-2026-950920,82,3514,14663,7,72,2026-03-25,2026-05-09,Paid,9457.08,1229.42,0.00,10024.50,2026-04-01,USD,Net 45
10284,INV-2024-010284,AR-2024-905944,1077,2012,1460,9,261,2024-01-11,2024-02-10,Open,3461.25,242.29,0.00,0.00,,USD,Net 45
10285,INV-2023-010285,AR-2023-363178,817,1406,14015,1,179,2023-09-23,2023-10-23,Paid,3431.03,0.00,0.00,3636.89,2023-10-31,CAD,Net 30
10286,INV-2025-010286,AR-2025-519055,2298,2017,25864,3,35,2025-11-14,2025-12-29,Paid,10718.62,535.93,0.00,11361.74,2026-01-18,USD,Net 45
10287,INV-2024-010287,AR-2024-494247,2133,3074,17945,1,253,2024-03-17,2024-05-01,Overdue,8822.18,0.00,0.00,0.00,,USD,Net 15
10288,INV-2024-010288,AR-2024-567388,492,2775,22744,1,74,2024-08-04,2024-09-18,paid ,15008.05,1050.56,3198.70,0.00,2024-10-07,USD,Net 30
10289,INV-2026-010289,AR-2026-877604,146,3275,21240,10,192,2026-05-10,2026-07-09,Paid,2380.00,166.60,0.00,2522.80,2026-06-17,USD,Net 45
10290,INV-2026-010290,AR-2026-848675,2177,1366,12261,5,107,2026-03-14,2026-04-28,Open,2002.52,140.18,0.00,0.00,,USD,Net 60
10291,INV-2025-010291,AR-2025-359498,339,1042,9393,11,7,2025-08-16,2025-09-15,Paid,45923.70,3214.66,0.00,48679.12,2025-09-19,GBP,net 30 
10292,INV-2024-010292,AR-2024-133921,2386,192,22726,6,89,2024-08-10,2024-09-09,Paid,2944.29,147.21,556.88,2564.07,2024-08-16,USD,Net 30
10293,INV-2026-010293,AR-2026-597326,707,2139,25767,2,10,2026-01-01,2026-01-16,Partially Paid,20076.72,2609.97,0.00,18107.03,2026-01-06,USD,net 30 
10294,INV-2024-010294,AR-2024-760245,791,879,,3,161,2024-06-17,2024-08-01,Overdue,18791.05,1315.37,0.00,0.00,,USD,Net 30
10295,INV-2026-010295,AR-2026-506817,134,592,5507,10,39,2026-02-26,2026-04-27,Paid,33560.68,4362.89,0.00,35574.33,2026-03-19,USD,Net 30
10296,INV-2025-010296,AR-2025-305262,139,453,3936,7,156,2025-05-23,2025-07-07,Paid,10655.23,532.76,0.00,11294.54,2025-07-29,USD,Net 15
10297,INV-2023-010297,AR-2023-254722,2266,1704,,1,192,2023-11-25,2024-01-24,paid ,28806.30,3744.82,4070.06,0.00,2024-01-09,USD,Net 30
10298,INV-2023-010298,AR-2023-319126,1708,1399,16179,10,67,2023-02-21,2023-04-22,Partially Paid,10322.71,0.00,0.00,5480.82,2023-03-05,GBP,Net 30
10299,INV-2026-010299,AR-2026-289367,835,1111,10078,11,10,2026-04-02,2026-05-02,Open,3451.76,0.00,0.00,0.00,,usd,Net 45
10300,INV-2024-010300,AR-2024-183742,1265,540,8518,1,78,2024-12-11,2025-01-10,Paid,4690.40,234.52,0.00,4971.82,2025-02-17,USD,Net 15
10301,INV-2023-010301,AR-2023-268416,1540,3463,26763,8,139,2023-01-16,2023-02-15,Paid,30478.10,2133.47,0.00,32306.79,2023-02-04,USD,Net 30
10302,INV-2025-010302,AR-2025-516385,1942,2857,26565,6,69,2025-03-29,2025-05-28,Open,12425.56,1615.32,0.00,0.00,,USD,Net 15
10303,INV-2023-010303,AR-2023-598670,2431,384,1822,4,213,2023-09-08,2023-11-07,Voided,4737.70,0.00,0.00,0.00,,USD,Net 15
10304,INV-2026-010304,AR-2026-134530,894,3096,13632,4,187,2026-07-11,2026-07-26,Paid,17793.97,2313.22,0.00,18861.61,2026-08-24,USD,Net 30
10305,INV-2023-010305,AR-2023-712468,1170,3451,25867,10,128,2023-10-15,2023-12-14,Partially Paid,12480.56,0.00,0.00,8953.67,2023-11-03,USD,Net 15
10306,INV-2023-010306,AR-2023-646278,2207,3403,7623,6,57,2023-03-24,2023-04-08,Paid,44248.59,3097.40,0.00,46903.51,2023-05-18,USD,net 30 
10307,INV-2023-010307,AR-2023-377655,733,971,13236,3,110,2023-03-13,2023-04-12,Paid,4166.10,541.59,0.00,4416.07,2023-04-23,USD,Net 30
10308,INV-2023-010308,AR-2023-389826,1653,3476,9154,6,223,2023-07-18,2023-08-17,Open,42595.57,2129.78,0.00,0.00,,USD,Net 60
10309,INV-2023-010309,AR-2023-141051,350,1097,7260,6,231,2023-07-19,2023-08-18,Paid,3248.54,162.43,0.00,3443.45,2023-08-25,USD,net 30 
10310,INV-2023-010310,AR-2023-796929,916,1128,6427,2,1,2023-09-15,2023-10-30,Open,12286.54,614.33,0.00,0.00,,USD,Net 45
10311,INV-2026-010311,AR-2026-804833,1425,1816,1727,2,5,2026-05-10,2026-05-25,Paid,834.82,58.44,0.00,884.91,2026-07-04,USD,net 30 
10312,INV-2024-010312,AR-2024-109271,916,1128,26868,2,290,2024-02-04,2024-03-05,Paid,1363.94,177.31,0.00,1445.78,2024-03-12,USD,net 30 
10313,INV-2023-010313,AR-2023-680301,585,1570,12902,3,31,2023-09-19,2023-11-18,Paid,3579.81,0.00,0.00,3794.59,2023-10-13,USD,Net 15
10314,INV-2023-010314,AR-2023-328091,1847,2005,9359,8,253,2023-04-01,2023-05-31,Partially Paid,21343.56,2774.66,0.00,18281.12,2023-04-11,GBP,Net 30
10315,INV-2023-010315,AR-2023-272181,1395,3531,11534,7,45,2023-11-11,2023-12-11,Paid,17234.22,0.00,0.00,18268.27,2023-12-10,GBP,Net 30
10316,INV-2023-010316,AR-2023-110074,1911,1880,6173,4,243,2023-04-19,2023-05-19,Paid,6209.93,310.50,0.00,6582.52,2023-05-05,USD,Net 15
10317,INV-2024-010317,AR-2024-409946,821,368,13827,5,239,2024-02-19,2024-03-20,Partially Paid,2870.04,200.90,0.00,2603.94,2024-04-03,CAD,Net 45
10318,INV-2024-010318,AR-2024-171670,1678,2131,25942,4,280,2024-08-20,2024-10-19,paid ,3850.05,500.51,0.00,0.00,2024-08-23,USD,net 30 
10319,INV-2025-010319,AR-2025-462282,2233,374,19798,11,105,2025-04-26,2025-05-26,paid ,3492.73,244.49,0.00,0.00,2025-06-22,EUR,Net 15
10320,INV-2025-010320,AR-2025-625662,1643,1891,13748,1,190,2025-12-25,2026-01-24,Paid,4821.21,241.06,0.00,5110.48,2026-03-02,USD,net 30 
10321,INV-2025-010321,AR-2025-958562,1258,1625,6395,6,204,2025-06-02,2025-07-17,Overdue,24627.55,1723.93,0.00,0.00,,CAD,Net 45
10322,INV-2024-010322,AR-2024-984749,287,3699,10194,1,14,2024-07-29,2024-08-28,paid ,13795.78,965.70,0.00,0.00,2024-08-31,USD,Net 45
10323,INV-2024-010323,AR-2024-469487,2081,3320,2176,2,125,2024-03-19,2024-04-18,Paid,4976.91,0.00,0.00,5275.53,2024-04-18,GBP,Net 45
10324,INV-2023-010324,AR-2023-232367,129,2424,8259,9,161,2023-10-29,2023-11-28,Open,511.05,0.00,0.00,0.00,,USD,Net 60
10325,INV-2025-010325,AR-2025-211123,607,1499,18903,10,81,2025-11-15,2026-01-14,Paid,12918.97,1679.47,0.00,13694.11,2025-12-30,USD,Net 30
10326,INV-2026-010326,AR-2026-756588,2382,1261,25164,1,291,2026-05-11,2026-07-10,Paid,2740.43,0.00,0.00,2904.85,2026-06-19,USD,Net 60
10327,INV-2026-010327,AR-2026-282678,2215,2641,16427,3,60,2026-01-12,2026-02-26,Paid,7564.00,983.32,0.00,8017.84,2026-02-25,CAD,Net 30
10328,INV-2023-010328,AR-2023-864500,1055,3018,8649,11,174,2023-10-19,2023-11-18,Open,8024.53,401.23,0.00,0.00,,USD,Net 45
10329,INV-2023-010329,AR-2023-288613,1413,939,,6,149,2023-10-31,2023-11-30,Overdue,2948.95,206.43,0.00,0.00,,USD,Net 30
10330,INV-2024-010330,AR-2024-409467,1730,2729,26279,1,173,2024-01-19,2024-02-18,Open,20708.77,1035.44,0.00,0.00,,USD,Net 30
10331,INV-2023-010331,AR-2023-939288,1555,1236,21880,10,231,2023-11-07,2023-12-07,Paid,23782.48,1189.12,0.00,25209.43,2023-12-05,USD,Net 15
10332,INV-2023-010332,AR-2023-906236,1444,3276,13363,1,108,2023-05-23,2023-07-22,Paid,6422.35,0.00,0.00,6807.69,2023-07-05,GBP,Net 45
10333,INV-2023-010333,AR-2023-146844,187,1658,15159,10,58,2023-04-27,2023-05-27,Paid,25966.68,3375.67,0.00,27524.68,2023-06-08,GBP,Net 15
10334,INV-2026-010334,AR-2026-323586,131,343,,3,4,2026-04-02,2026-05-02,Paid,13905.11,973.36,2041.05,12698.37,2026-04-25,GBP,Net 30
10335,INV-2023-010335,AR-2023-685127,159,1221,26904,7,67,2023-10-22,2023-12-06,Partially Paid,2778.26,138.91,0.00,1887.64,2023-12-12,USD,net 30 
10336,INV-2023-010336,AR-2023-134336,2312,2328,14280,11,239,2023-04-12,2023-05-27,Paid,5032.61,251.63,1202.73,4131.84,2023-04-22,USD,net 30 
10337,INV-2023-010337,AR-2023-991882,2152,2381,21234,5,267,2023-11-07,2023-12-07,Paid,5476.92,0.00,0.00,5805.53,2024-01-09,GBP,Net 45
10338,INV-2024-010338,AR-2024-331472,378,3361,16442,4,254,2024-07-07,2024-07-22,Partially Paid,2194.71,0.00,0.00,1446.60,2024-07-23,USD,Net 60
10339,INV-2025-010339,AR-2025-387799,54,2512,7749,8,257,2025-06-15,2025-07-30,Paid,6652.82,465.70,775.84,6276.15,2025-06-24,USD,net 30 
10340,INV-2026-010340,AR-2026-711505,612,2110,22963,5,201,2026-01-20,2026-02-19,Paid,735.12,51.46,0.00,779.23,2026-01-31,EUR,Net 60
10341,INV-2026-010341,AR-2026-468087,1160,3196,,9,239,2026-03-02,2026-04-01,Partially Paid,10931.45,0.00,0.00,2817.35,2026-03-26,EUR,net 30 
10342,INV-2025-010342,AR-2025-608643,1374,3444,19090,11,79,2025-07-25,2025-09-23,Open,2373.07,308.50,580.30,0.00,,USD,net 30 
10343,INV-2025-010343,AR-2025-780373,182,1345,2172,3,75,2025-01-30,2025-02-14,Paid,7697.27,384.86,0.00,8159.11,2025-03-29,USD,net 30 
10344,INV-2024-010344,AR-2024-148227,1958,1042,11207,6,189,2024-01-08,2024-02-07,Overdue,13675.91,1777.87,0.00,0.00,,GBP,Net 30
10345,INV-2026-010345,AR-2026-850143,1891,2324,18877,2,105,2026-04-23,2026-05-08,Overdue,19632.78,0.00,0.00,0.00,,CAD,Net 15
10346,INV-2024-010346,AR-2024-393837,2425,2167,20134,2,173,2024-04-19,2024-05-19,Paid,13557.01,948.99,0.00,14370.43,2024-06-10,EUR,Net 60
10347,INV-2024-010347,AR-2024-236165,1448,733,15645,6,282,2024-11-06,2025-01-05,Open,1916.50,134.15,0.00,0.00,,USD,net 30 
10348,INV-2024-010348,AR-2024-434648,2049,999,708,7,267,2024-03-06,2024-04-05,Paid,9050.20,1176.53,0.00,9593.21,2024-04-22,USD,Net 60
10349,INV-2026-010349,AR-2026-281341,1194,3023,2802,3,125,2026-02-15,2026-04-16,Open,11572.29,0.00,0.00,0.00,,USD,Net 45
10350,INV-2025-010350,AR-2025-873566,1165,2784,,3,242,2025-04-09,2025-04-24,Paid,9982.08,1297.67,0.00,10581.01,2025-04-17,EUR,Net 15
10351,INV-2024-010351,AR-2024-990395,426,3643,16541,2,140,2024-12-06,2025-01-05,Paid,13551.40,677.57,0.00,14364.48,2025-01-11,USD,Net 45
10352,INV-2023-010352,AR-2023-838964,2476,179,2892,1,108,2023-03-05,2023-03-20,Open,18606.82,2418.89,0.00,0.00,,USD,Net 60
10353,INV-2025-010353,AR-2025-699882,2152,2381,16624,5,81,2025-05-22,2025-06-21,Overdue,178377.11,0.00,0.00,0.00,,GBP,Net 30
10354,INV-2025-010354,AR-2025-172459,774,818,15980,1,278,2025-02-19,2025-04-05,Paid,29958.77,0.00,0.00,31756.30,2025-02-22,USD,Net 45
10355,INV-2023-010355,AR-2023-157794,1557,1409,743,11,257,2023-10-13,2023-11-27,Paid,7045.45,0.00,0.00,7468.18,2023-10-28,USD,net 30 
10356,INV-2023-010356,AR-2023-731008,1025,1844,15754,8,285,2023-07-31,2023-09-14,Paid,17020.09,2212.61,0.00,18041.30,2023-08-05,USD,Net 30
10357,INV-2024-010357,AR-2024-223535,1116,1354,,11,213,2024-01-03,2024-02-17,Overdue,7097.17,496.80,0.00,0.00,,USD,Net 60
10358,INV-2023-010358,AR-2023-925571,685,75,,4,254,2023-02-04,2023-02-19,Open,29430.00,3825.90,0.00,0.00,,USD,Net 15
10359,INV-2025-010359,AR-2025-849703,1594,2661,1609,4,147,2025-08-17,2025-10-01,Partially Paid,45020.62,2251.03,0.00,20083.55,2025-10-13,USD,Net 45
10360,INV-2023-010360,AR-2023-475658,2242,86,5638,2,258,2023-04-10,2023-05-10,paid ,5961.22,298.06,0.00,0.00,2023-06-14,USD,Net 60
10361,INV-2025-010361,AR-2025-322366,2029,1569,969,7,299,2025-05-12,2025-05-27,Paid,6301.32,0.00,0.00,6679.40,2025-05-26,USD,Net 45
10362,INV-2025-010362,AR-2025-350415,1513,2844,1425,2,81,2025-08-22,2025-10-21,Partially Paid,12550.77,627.54,0.00,9778.12,2025-09-22,USD,Net 30
10363,INV-2024-010363,AR-2024-780677,146,1155,21047,10,310,2024-12-15,2025-02-13,Paid,3908.76,508.14,0.00,4143.29,2025-02-05,USD,Net 30
10364,INV-2024-010364,AR-2024-167985,443,2910,7316,2,30,2024-04-02,2024-05-02,Open,5636.47,0.00,0.00,0.00,,USD,Net 30
10365,INV-2023-010365,AR-2023-105854,1866,1635,13332,2,183,2023-06-02,2023-07-02,Open,502.77,65.36,0.00,0.00,,USD,Net 15
10366,INV-2026-010366,AR-2026-815095,950,3287,5364,4,218,2026-06-20,2026-07-20,Open,5284.47,686.98,0.00,0.00,,USD,net 30 
10367,INV-2025-010367,AR-2025-611436,209,3539,26589,7,154,2025-04-11,2025-05-11,Paid,12784.98,639.25,0.00,13552.08,2025-05-17,USD,net 30 
10368,INV-2025-010368,AR-2025-167347,334,1121,,9,139,2025-01-04,2025-02-18,Overdue,12351.43,1605.69,0.00,0.00,,EUR,Net 30
10369,INV-2024-010369,AR-2024-810980,1449,1002,,3,165,2024-07-24,2024-09-07,Paid,5660.82,0.00,0.00,6000.47,2024-08-07,USD,Net 30
10370,INV-2024-010370,AR-2024-300344,1887,251,16509,10,60,2024-10-03,2024-12-02,Paid,8386.41,0.00,0.00,8889.60,2024-10-31,USD,Net 60
10371,INV-2026-010371,AR-2026-375748,1050,39,11773,7,266,2026-01-14,2026-02-13,Open,20744.52,2696.79,0.00,0.00,,USD,Net 15
10372,INV-2024-010372,AR-2024-757293,712,3423,3250,5,147,2024-10-15,2024-12-14,Open,40344.75,0.00,0.00,0.00,,USD,Net 45
10373,INV-2024-010373,AR-2024-625213,627,773,24902,11,45,2024-07-18,2024-09-16,Paid,11900.13,595.01,0.00,12614.14,2024-08-10,USD,Net 30
10374,INV-2024-010374,AR-2024-335277,191,1732,7801,7,255,2024-02-20,2024-04-05,Paid,701.55,49.11,0.00,743.65,2024-03-31,GBP,Net 15
10375,INV-2025-010375,AR-2025-783835,670,3239,6656,8,252,2025-11-03,2025-12-18,Paid,16601.17,1162.08,0.00,17597.24,2025-11-22,USD,Net 60
10376,INV-2024-010376,AR-2024-682444,781,2443,11929,9,231,2024-02-14,2024-03-15,Paid,10392.99,1351.09,0.00,11016.57,2024-04-17,USD,Net 60
10377,INV-2023-010377,AR-2023-884209,2463,628,10669,5,39,2023-02-28,2023-03-15,Paid,1642.19,213.49,0.00,1740.73,2023-04-15,USD,Net 60
10378,INV-2024-010378,AR-2024-627598,105,2455,4657,4,89,2024-01-03,2024-02-02,Paid,2397.08,119.85,0.00,2540.91,2024-02-05,USD,Net 15
10379,INV-2025-010379,AR-2025-110507,1802,200,,7,190,2025-03-06,2025-04-20,Overdue,11792.88,0.00,0.00,0.00,,USD,Net 45
10380,INV-2025-010380,AR-2025-833064,1793,3507,1442,5,234,2025-07-14,2025-07-29,Paid,16662.01,0.00,0.00,17661.73,2025-08-21,USD,net 30 
10381,INV-2023-010381,AR-2023-970929,718,2633,4923,4,309,2023-11-19,2023-12-04,Paid,20302.51,0.00,0.00,21520.66,2023-12-11,CAD,Net 45
10382,INV-2025-010382,AR-2025-391315,269,2318,25046,1,251,2025-08-25,2025-09-24,Paid,18973.59,2466.57,0.00,20112.01,2025-11-01,USD,net 30 
10383,INV-2024-010383,AR-2024-622289,1077,2325,6399,4,310,2024-09-11,2024-10-11,Paid,1481.74,0.00,0.00,1570.65,2024-10-12,USD,net 30 
10384,INV-2025-010384,AR-2025-867544,1703,403,,6,33,2025-11-12,2025-12-12,Paid,7977.83,0.00,0.00,8456.50,2025-12-30,USD,Net 60
10385,INV-2023-010385,AR-2023-819700,596,2831,26510,8,281,2023-12-01,2024-01-30,Overdue,14941.44,1942.39,0.00,0.00,,USD,Net 45
10386,INV-2024-010386,AR-2024-851046,82,3514,2496,7,160,2024-08-23,2024-10-07,Paid,8853.42,619.74,0.00,9384.62,2024-09-16,USD,Net 30
10387,INV-2023-010387,AR-2023-497855,1829,523,15553,6,187,2023-12-10,2024-01-09,Voided,43333.06,3033.31,0.00,0.00,,EUR,Net 30
10388,INV-2023-010388,AR-2023-854009,168,601,,5,210,2023-06-08,2023-07-08,Paid,4042.19,525.49,0.00,4284.73,2023-06-15,CAD,Net 15
10389,INV-2025-010389,AR-2025-182235,1461,775,1970,11,12,2025-09-12,2025-10-27,Open,15166.55,0.00,0.00,0.00,,USD,Net 30
10390,INV-2023-010390,AR-2023-249859,1345,2388,13424,10,1,2023-06-03,2023-07-03,Overdue,40610.33,5279.34,0.00,0.00,,USD,Net 30
10391,INV-2023-010391,AR-2023-361276,2039,1421,1109,11,231,2023-10-05,2023-12-04,Overdue,413.84,0.00,0.00,0.00,,CAD,net 30 
10392,INV-2023-010392,AR-2023-581408,1387,2936,,2,280,2023-10-09,2023-11-08,Paid,6806.05,476.42,0.00,7214.41,2023-10-13,USD,Net 60
10393,INV-2023-010393,AR-2023-949053,2153,793,924,11,42,2023-12-09,2024-01-08,Overdue,2494.18,174.59,0.00,0.00,,USD,Net 45
10394,INV-2025-010394,AR-2025-149957,2104,3659,22351,5,106,2025-03-15,2025-03-30,Open,2065.10,103.26,0.00,0.00,,usd,Net 15
10395,INV-2023-010395,AR-2023-398667,1005,1531,1384,7,289,2023-12-31,2024-02-29,Paid,251.39,12.57,0.00,266.47,2024-01-15,USD,Net 60
10396,INV-2026-010396,AR-2026-771346,2027,1151,5398,10,128,2026-01-29,2026-03-30,Overdue,3173.27,158.66,0.00,0.00,,USD,Net 30
10397,INV-2023-010397,AR-2023-195558,144,3568,6117,10,75,2023-07-28,2023-09-11,Open,722.19,50.55,0.00,0.00,,USD,Net 30
10398,INV-2025-010398,AR-2025-821997,236,1212,15817,9,4,2025-07-24,2025-08-23,Paid,2251.13,112.56,0.00,2386.20,2025-09-03,EUR,Net 60
10399,INV-2024-010399,AR-2024-632270,1807,217,4298,2,239,2024-08-17,2024-09-16,Voided,11433.55,571.68,0.00,0.00,,USD,Net 45
10400,INV-2025-010400,AR-2025-293462,250,1702,14828,9,139,2025-04-01,2025-05-01,Paid,7470.98,522.97,0.00,7919.24,2025-04-26,GBP,Net 15
10401,INV-2024-010401,AR-2024-936276,953,323,4058,10,278,2024-02-14,2024-03-15,Paid,1853.80,129.77,0.00,1965.03,2024-03-06,CAD,net 30 
10402,INV-2025-010402,AR-2025-603256,2483,2434,2665,5,123,2025-03-11,2025-05-10,Overdue,9576.84,478.84,0.00,0.00,,USD,Net 30
10403,INV-2025-010403,AR-2025-833945,707,1010,21955,2,255,2025-05-24,2025-07-23,Paid,52228.42,0.00,0.00,55362.12,2025-06-10,CAD,Net 60
10404,INV-2023-010404,AR-2023-500873,2101,843,9755,4,146,2023-03-17,2023-04-16,Voided,14517.58,725.88,1715.70,0.00,,USD,Net 45
10405,INV-2025-010405,AR-2025-943304,2075,989,12502,10,164,2025-11-25,2025-12-25,Paid,4025.25,523.28,0.00,4266.76,2025-12-26,USD,Net 60
10406,INV-2024-010406,AR-2024-304811,1973,1109,8534,8,189,2024-05-07,2024-06-06,Paid,33360.60,2335.24,0.00,35362.24,2024-06-21,USD,Net 15
10407,INV-2026-010407,AR-2026-467808,583,3065,19815,7,258,2026-04-12,2026-05-12,Paid,29104.41,2037.31,0.00,30850.68,2026-04-17,USD,Net 30
10408,INV-2026-010408,AR-2026-992760,79,2452,8487,6,103,2026-01-10,2026-02-09,Overdue,42833.63,5568.37,0.00,0.00,,USD,Net 30
10409,INV-2025-010409,AR-2025-381542,4,754,22707,4,190,2025-11-13,2026-01-12,Overdue,11302.38,565.12,0.00,0.00,,USD,Net 45
10410,INV-2023-010410,AR-2023-293162,2380,2025,7602,2,187,2023-07-12,2023-08-11,Paid,1463.46,190.25,0.00,1551.27,2023-09-13,usd,net 30 
10411,INV-2023-010411,AR-2023-480976,2382,1261,,10,308,2023-04-29,2023-05-29,Paid,1436.06,71.80,0.00,1522.22,2023-06-17,USD,Net 30
10412,INV-2023-010412,AR-2023-395582,439,3130,17444,3,273,2023-02-06,2023-02-21,Paid,19118.05,2485.35,0.00,20265.13,2023-02-13,USD,net 30 
10413,INV-2025-010413,AR-2025-654176,955,3593,25228,1,112,2025-07-16,2025-07-31,Paid,9299.99,651.00,0.00,9857.99,2025-07-20,USD,Net 60
10414,INV-2024-010414,AR-2024-448462,1776,1830,17679,5,153,2024-01-05,2024-03-05,Overdue,2399.53,119.98,0.00,0.00,,USD,Net 30
10415,INV-2024-010415,AR-2024-280785,1388,3134,5329,2,123,2024-01-12,2024-02-26,Paid,22601.96,1130.10,6936.86,17021.22,2024-01-13,USD,Net 45
10416,INV-2025-010416,AR-2025-429598,278,3582,7631,7,213,2025-09-26,2025-10-11,Partially Paid,18095.00,1266.65,0.00,12552.86,2025-10-05,GBP,Net 45
10417,INV-2025-010417,AR-2025-897644,199,2081,18389,4,174,2025-04-22,2025-05-22,Paid,14045.76,702.29,0.00,14888.51,2025-06-26,USD,net 30 
10418,INV-2024-010418,AR-2024-920842,958,1127,21585,10,301,2024-11-25,2025-01-24,Open,5760.98,403.27,0.00,0.00,,GBP,Net 30
10419,INV-2024-010419,AR-2024-549135,1020,1090,7478,2,58,2024-03-08,2024-04-22,Paid,17643.56,882.18,0.00,18702.18,2024-04-17,USD,net 30 
10420,INV-2024-010420,AR-2024-517296,1684,2477,5575,3,258,2024-10-25,2024-12-09,Paid,80518.87,5636.32,0.00,85350.00,2024-11-02,USD,Net 15
10421,INV-2025-010421,AR-2025-329378,1314,2352,8552,4,82,2025-03-04,2025-05-03,Paid,6107.50,0.00,0.00,6473.95,2025-03-24,USD,Net 60
10422,INV-2024-010422,AR-2024-531166,471,148,15722,2,259,2024-04-09,2024-06-08,Paid,16281.40,2116.58,0.00,17258.29,2024-06-02,USD,Net 15
10423,INV-2023-010423,AR-2023-544741,939,3493,14621,4,152,2023-02-06,2023-03-08,Overdue,19398.33,1357.88,0.00,0.00,,USD,Net 15
10424,INV-2024-010424,AR-2024-438134,2375,472,1960,4,81,2024-06-12,2024-07-12,Overdue,13597.89,1767.73,0.00,0.00,,USD,Net 60
10425,INV-2026-010425,AR-2026-131070,621,3213,17982,2,161,2026-02-18,2026-04-19,Overdue,706.82,91.89,0.00,0.00,,USD,Net 60
10426,INV-2024-010426,AR-2024-974833,117,706,8770,9,44,2024-08-08,2024-09-07,Paid,9184.70,459.23,0.00,9735.78,2024-09-10,EUR,Net 30
10427,INV-2023-010427,AR-2023-533227,630,208,19812,8,222,2023-08-19,2023-09-03,Open,10840.67,758.85,0.00,0.00,,usd,Net 15
10428,INV-2024-010428,AR-2024-463098,1665,735,13565,7,76,2024-12-11,2025-01-10,Open,11343.92,1474.71,0.00,0.00,,USD,Net 15
10429,INV-2024-010429,AR-2024-876769,326,2756,13320,6,161,2024-09-09,2024-10-24,Open,4913.46,0.00,0.00,0.00,,GBP,net 30 
10430,INV-2024-010430,AR-2024-181361,2206,443,25274,6,161,2024-03-20,2024-04-04,Paid,30863.60,4012.27,0.00,32715.41,2024-05-11,usd,Net 30
10431,INV-2024-010431,AR-2024-782289,2451,2104,23199,4,107,2024-07-16,2024-09-14,Open,29633.96,3852.42,0.00,0.00,,USD,Net 60
