service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
19966,4175,53,4,2,2023-05-25,wash & inspect,60,60,60,0,11.22,Seal wear
19967,22251,6,9,170,2025-05-09,Repair,10,18,18,0,63.06,
19968,16678,81,11,124,2024-08-26,Wash & Inspect,60,60,60,0,86.20,
19969,8269,112,11,141,2023-06-06,Wash & Inspect,10,10,10,0,30.15,
19970,5904,52,4,227,2024-03-31,Wash & Inspect,12,12,12,0,77.44,Seal wear
19971,15230,88,1,27,2026-01-24,Wash & Inspect,32,32,30,1,54.68, 
19972,10229,20,5,53,2024-01-30,Wash & Inspect,8,8,5,2,94.63,Odor detected
19973,19794,12,5,274,2024-11-08,wash & inspect,80,80,80,0,86.20,Odor detected
19974,13685,72,10,88,2023-02-06,Wash & Inspect,40,40,40,0,70.20,
19975,10010,113,11,100,2025-07-12,Wash & Inspect,12,12,12,0,46.91,Odor detected
19976,20972,120,10,2,2023-09-27,Wash & Inspect,6,6,6,0,54.24,awaiting QA
19977,19941,109,6,88,2025-10-08,Wash & Inspect,16,16,11,5,142.69,Count adjusted by hub
19978,4201,80,1,167,2023-01-28,Wash & Inspect,20,20,20,0,67.00,
19979,26918,73,7,277,2024-12-27,Wash & Inspect,40,39,39,0,74.19,awaiting QA
19980,12034,117,9,124,2024-01-29,Wash & Inspect,24,24,24,0,91.04,Count adjusted by hub
19981,19272,111,9,6,2025-02-21,Wash & Inspect,12,12,12,0,44.30, 
19982,270,120,4,88,2023-06-21,Wash & Inspect,40,40,40,0,56.39, 
19983,6653,68,7,100,2024-05-01,Wash & Inspect,80,84,84,0,71.17,RFID unreadable
19984,16651,34,6,141,2025-04-10,Decommission,60,60,60,0,87.92,Count adjusted by hub
19985,16252,23,10,53,2024-09-12,Wash & Inspect,10,10,10,0,65.68,
19986,5943,83,8,6,2024-06-26,Wash & Inspect,12,12,12,0,13.03,Odor detected
19987,11897,2,11,286,2024-10-28,Repair,8,8,8,0,27.79,RFID unreadable
19988,7101,79,1,38,2026-01-05,Wash & Inspect,10,10,10,0,8.27,awaiting QA
19989,26839,72,11,2,2024-04-21,Wash & Inspect,8,8,6,2,69.21, 
19990,19562,104,2,2,2023-06-22,Decommission,10,6,6,0,34.96,awaiting QA
19991,4200,18,4,86,2025-06-22,Wash & Inspect,32,32,30,2,58.88,
19992,23293,93,3,86,2026-06-25,Wash & Inspect,60,60,60,0,83.97,
19993,7457,66,6,54,2024-08-07,Wash & Inspect,20,16,16,0,42.82,
19994,11971,17,11,232,2024-08-30,Repair,40,40,40,0,50.69,awaiting QA
19995,21541,93,6,124,2024-03-06,Repair,60,60,60,0,27.73, 
19996,19704,55,8,38,2025-08-07,Repair,20,20,20,0,97.94,
19997,22005,49,5,53,2023-10-10,wash & inspect,6,6,6,0,83.92,
19998,10607,49,8,2,2025-10-09,Wash & Inspect,12,12,11,0,45.71,
19999,16654,77,2,167,2024-12-31,Repair,60,61,57,3,120.41,Odor detected
20000,22853,46,11,86,2023-11-12,Wash & Inspect,32,32,31,0,78.36,Count adjusted by hub
20001,511,51,10,54,2024-09-08,Wash & Inspect,12,8,7,0,81.44,Seal wear
20002,9583,70,3,86,2024-08-01,Repair,16,8,8,0,21.62,
20003,7521,108,5,286,2026-03-28,Wash & Inspect,60,60,60,0,44.28,Odor detected
20004,1822,54,7,73,2025-09-24,wash & inspect,6,6,6,0,27.62,RFID unreadable
20005,16606,108,9,286,2023-06-22,Repair,4,4,3,1,79.20,Count adjusted by hub
20006,1492,34,5,277,2025-12-12,Wash & Inspect,10,10,10,0,58.95,
20007,24183,86,1,232,2024-08-09,Repair,20,20,15,5,192.08,
20008,10377,3,4,283,2023-03-30,Wash & Inspect,16,16,16,0,14.99,
20009,19782,107,2,217,2024-01-29,Repair,80,80,78,2,84.02,
20010,27025,79,2,38,2026-06-14,Decommission,20,20,15,4,130.72,
20011,8976,82,2,286,2024-11-24,wash & inspect,24,24,24,0,84.62,RFID unreadable
20012,25059,45,5,141,2025-08-10,Repair,24,24,19,4,153.61,Odor detected
20013,9938,27,7,277,2024-05-03,Repair,6,6,3,3,165.09,
20014,18909,14,11,124,2024-11-11,wash & inspect,12,12,12,0,68.74,Seal wear
20015,5973,52,4,170,2023-05-14,Repair,8,8,7,0,43.24,Seal wear
20016,22632,102,5,283,2023-06-26,Wash & Inspect,4,8,8,0,48.77,Odor detected
20017,4847,32,3,167,2023-10-21,Wash & Inspect,16,16,16,0,97.12,Seal wear
20018,3842,28,9,38,2023-10-26,Wash & Inspect,60,60,60,0,72.02, 
20019,4927,13,10,277,2026-05-07,Wash & Inspect,80,80,80,0,25.54,
20020,11798,109,6,100,2023-09-11,Wash & Inspect,10,12,12,0,44.67,Odor detected
20021,24769,23,9,232,2026-02-16,Wash & Inspect,4,4,4,0,90.86,Count adjusted by hub
20022,15709,111,4,6,2025-05-01,Cycle Count,6,6,1,5,209.80,
20023,11430,8,1,141,2023-04-17,Repair,4,4,4,0,83.74,
20024,8461,80,7,141,2025-01-19,Repair,20,18,13,5,192.80,
20025,16009,10,3,88,2026-02-03,Wash & Inspect,40,38,38,0,16.16,Seal wear
20026,16375,3,7,167,2024-10-26,Wash & Inspect,32,32,32,0,32.45, 
20027,11360,99,6,217,2024-02-23,Wash & Inspect,32,32,31,1,67.35,awaiting QA
20028,19643,90,10,286,2026-01-31,Repair,6,6,6,0,10.63,Count adjusted by hub
20029,11056,13,8,54,2026-04-08,Cycle Count,6,6,5,0,62.16,Seal wear
20030,21557,56,3,38,2024-08-27,Wash & Inspect,8,8,8,0,55.01,RFID unreadable
20031,10602,102,8,86,2024-07-07,Wash & Inspect,10,10,10,0,66.18,Seal wear
20032,19705,83,11,2,2024-05-14,Wash & Inspect,32,32,32,0,48.91,Odor detected
20033,24496,59,1,73,2023-10-05,Wash & Inspect,12,12,12,0,68.54,Seal wear
20034,5050,66,4,283,2023-05-25,Wash & Inspect,60,60,57,3,167.45,RFID unreadable
20035,25674,22,3,27,2023-01-31,wash & inspect,6,4,4,0,22.86, 
20036,26271,115,11,157,2023-12-07,Wash & Inspect,12,12,10,2,134.18,
20037,5710,45,6,86,2025-03-24,Wash & Inspect,6,6,5,0,86.70,Odor detected
20038,26466,31,10,170,2024-02-24,Cycle Count,12,12,12,0,62.09,
20039,17042,30,4,275,2025-11-10,wash & inspect,16,16,16,0,72.84,
20040,11513,83,2,27,2023-03-02,Wash & Inspect,4,4,4,0,11.55,Seal wear
20041,20920,13,3,100,2024-07-25,Wash & Inspect,6,6,6,0,37.30,RFID unreadable
20042,26287,83,11,232,2025-04-04,Wash & Inspect,6,6,6,0,70.37,Count adjusted by hub
20043,20373,42,1,275,2026-06-04,Cycle Count,60,60,60,0,81.72,
20044,8111,15,5,54,2025-04-17,Wash & Inspect,6,6,6,0,62.40,
20045,12682,63,9,124,2023-11-15,Cycle Count,40,40,40,0,14.81,RFID unreadable
20046,10042,84,7,54,2025-02-21,Repair,6,6,5,0,85.88,awaiting QA
20047,9501,3,5,2,2024-11-06,Wash & Inspect,12,12,12,0,24.38,
20048,24350,105,8,27,2026-05-02,Repair,4,4,4,0,34.78,Seal wear
20049,9995,38,2,38,2025-04-15,wash & inspect,4,4,4,0,94.78,Seal wear
20050,4527,22,8,275,2023-05-16,Wash & Inspect,16,16,15,0,70.35,RFID unreadable
20051,8713,71,7,27,2024-12-18,Wash & Inspect,10,12,12,0,19.64,
20052,50,2,10,157,2026-03-10,Repair,32,32,32,0,37.11,Count adjusted by hub
20053,24554,19,5,6,2023-09-04,Wash & Inspect,8,8,8,0,40.03,
20054,18241,92,2,73,2024-09-01,Wash & Inspect,24,25,25,0,72.79,
20055,12062,6,8,88,2025-09-09,Cycle Count,8,8,8,0,57.46,Seal wear
20056,22224,24,6,27,2023-09-02,Wash & Inspect,10,18,18,0,13.37,RFID unreadable
20057,5627,50,9,217,2023-03-15,Wash & Inspect,24,24,20,4,123.15,
20058,7563,32,6,141,2025-10-19,Repair,8,8,7,0,21.00,Count adjusted by hub
20059,22056,37,3,157,2024-03-19,Wash & Inspect,60,60,60,0,27.64, 
20060,19714,69,1,232,2023-11-04,Wash & Inspect,80,80,80,0,25.40,
20061,3695,1,6,2,2025-02-12,Cycle Count,80,80,79,0,26.93, 
20062,22053,93,1,132,2023-05-17,Wash & Inspect,32,36,36,0,64.42,Odor detected
20063,7514,48,2,170,2023-04-02,Decommission,24,24,24,0,45.78,Seal wear
20064,17172,107,11,283,2024-02-07,Wash & Inspect,16,16,15,0,68.74,RFID unreadable
20065,14330,57,5,277,2024-02-05,Wash & Inspect,8,8,7,1,54.26,
20066,23577,16,10,167,2024-01-20,Wash & Inspect,40,40,40,0,23.01,RFID unreadable
20067,17453,104,9,2,2024-11-15,Wash & Inspect,80,80,80,0,40.84,Count adjusted by hub
20068,13037,92,4,170,2023-09-07,wash & inspect,80,80,80,0,66.58,Seal wear
20069,7906,88,2,53,2024-11-20,wash & inspect,40,40,40,0,14.11,
20070,12811,74,1,141,2025-09-06,Wash & Inspect,8,8,8,0,65.96,RFID unreadable
20071,26123,62,2,6,2023-10-13,Wash & Inspect,20,28,27,1,68.98,Odor detected
20072,9922,72,10,6,2024-04-24,Cycle Count,60,59,59,0,72.69,Odor detected
20073,19792,57,3,286,2023-01-08,Cycle Count,4,4,4,0,36.12,RFID unreadable
20074,6603,66,10,286,2023-11-29,Cycle Count,16,16,11,5,192.58, 
20075,15398,95,4,124,2026-02-20,Repair,32,32,32,0,77.46,
20076,25153,22,5,232,2025-02-22,wash & inspect,20,20,20,0,19.60,
20077,20755,110,4,27,2025-09-08,Repair,6,6,5,0,19.34,Seal wear
20078,17812,77,4,100,2024-08-14,wash & inspect,32,32,32,0,60.88,awaiting QA
20079,19250,108,3,157,2026-05-11,Wash & Inspect,40,40,40,0,33.83,
20080,11849,90,2,141,2024-04-24,Wash & Inspect,40,36,36,0,92.99,Seal wear
20081,25990,111,5,2,2024-08-13,Cycle Count,6,7,7,0,64.99,
20082,16031,101,6,132,2025-03-29,Wash & Inspect,80,80,80,0,10.91,awaiting QA
20083,2838,85,9,227,2024-11-25,Repair,80,80,79,1,92.92,
20084,13009,80,6,277,2024-02-17,Wash & Inspect,12,12,12,0,97.38,Seal wear
20085,7053,78,9,100,2024-09-03,Repair,8,8,5,3,154.24,
20086,17494,90,2,73,2023-04-13,Wash & Inspect,8,8,8,0,60.55,
20087,785,8,5,232,2023-07-14,Wash & Inspect,8,8,8,0,85.85,
20088,18861,10,2,283,2026-02-10,Wash & Inspect,8,8,8,0,62.32,
20089,26807,46,2,167,2024-07-07,Repair,6,6,5,0,50.82,Count adjusted by hub
20090,18815,115,3,132,2026-04-09,Cycle Count,6,6,6,0,53.33,
20091,757,117,9,167,2023-02-01,Wash & Inspect,20,20,20,0,84.93,Odor detected
20092,11870,120,2,274,2024-03-10,Wash & Inspect,16,16,16,0,35.54, 
20093,23155,100,3,141,2024-09-21,Repair,60,60,60,0,33.61,
20094,13691,2,9,232,2024-01-02,Decommission,12,12,12,0,43.70,Count adjusted by hub
20095,2617,12,8,124,2026-06-25,wash & inspect,12,4,3,1,58.13,RFID unreadable
20096,12488,23,3,275,2024-01-23,Wash & Inspect,20,20,20,0,26.92,
20097,17263,53,7,157,2024-04-18,Repair,6,6,5,0,81.22,Odor detected
20098,23077,94,6,86,2024-05-18,Wash & Inspect,60,60,60,0,31.69,Count adjusted by hub
20099,9211,11,7,27,2025-07-08,Wash & Inspect,16,16,16,0,44.33, 
20100,14228,28,9,27,2024-06-20,wash & inspect,60,60,60,0,50.12,RFID unreadable
20101,162,13,1,73,2024-06-11,Wash & Inspect,60,60,60,0,53.63,awaiting QA
20102,6258,103,4,157,2024-12-21,wash & inspect,20,21,18,3,120.94,
20103,22735,17,8,86,2024-12-17,Wash & Inspect,80,80,79,0,86.09,Seal wear
20104,13199,12,2,100,2024-05-22,Wash & Inspect,8,8,8,0,48.56,Odor detected
20105,16353,36,11,141,2026-06-21,Wash & Inspect,20,20,19,0,57.25,Seal wear
20106,24205,59,6,141,2023-07-11,Wash & Inspect,12,12,12,0,96.07, 
20107,5346,116,2,227,2026-05-29,wash & inspect,24,24,24,0,42.86,
20108,20667,79,10,157,2024-11-10,Wash & Inspect,8,8,8,0,83.40,
20109,11102,9,10,217,2025-04-08,Repair,32,32,32,0,95.34,
20110,9072,41,3,277,2024-07-10,Wash & Inspect,8,8,8,0,75.36,
20111,23042,65,4,54,2026-01-27,Wash & Inspect,10,18,17,0,18.27,Odor detected
20112,19408,9,1,54,2025-10-01,Wash & Inspect,12,12,12,0,35.58,Count adjusted by hub
20113,12181,91,11,6,2025-11-11,Repair,6,6,6,0,69.61,Seal wear
20114,3471,12,7,38,2023-01-06,Repair,12,16,11,5,139.76,
20115,20437,59,2,124,2025-01-04,Wash & Inspect,24,24,24,0,50.63,Odor detected
20116,395,53,4,124,2025-05-29,Wash & Inspect,8,8,8,0,81.91,
20117,24948,109,9,170,2023-03-28,Wash & Inspect,20,20,20,0,55.22,
20118,7425,75,7,170,2024-04-04,Repair,12,12,11,1,100.25,Seal wear
20119,7410,22,11,170,2023-07-06,Wash & Inspect,8,16,16,0,81.75, 
20120,3791,76,8,53,2023-05-14,Wash & Inspect,10,10,7,2,81.29,
20121,1348,117,9,6,2023-10-01,Wash & Inspect,10,10,9,0,66.22,
20122,18230,27,7,141,2025-02-23,Wash & Inspect,10,10,10,0,40.07,
20123,2159,88,10,167,2025-12-08,Wash & Inspect,80,80,80,0,85.51,Odor detected
20124,24840,115,2,141,2024-02-24,Wash & Inspect,16,18,18,0,24.39,
20125,25762,44,8,167,2023-05-18,Decommission,4,4,4,0,26.83,Seal wear
20126,15553,1,8,2,2024-01-13,Cycle Count,12,12,12,0,29.22,
20127,12329,21,5,27,2025-11-01,Cycle Count,60,60,60,0,24.76,
20128,22591,55,3,73,2024-03-26,Wash & Inspect,8,7,5,2,106.35,Seal wear
20129,17376,56,4,275,2025-08-16,Wash & Inspect,4,4,4,0,31.22,awaiting QA
20130,12358,10,1,27,2025-11-02,Wash & Inspect,4,4,4,0,58.01,RFID unreadable
20131,14025,18,11,277,2023-10-31,Wash & Inspect,6,6,0,5,203.87,
20132,687,68,6,6,2025-05-03,Wash & Inspect,40,40,40,0,73.51,RFID unreadable
20133,21579,97,10,132,2025-08-23,wash & inspect,6,6,6,0,75.93,
20134,15979,54,6,141,2023-06-12,Wash & Inspect,20,12,12,0,64.37,
20135,5325,23,3,217,2023-06-27,Wash & Inspect,10,10,10,0,95.58,Count adjusted by hub
20136,8082,14,7,283,2024-11-23,Cycle Count,6,6,6,0,93.04, 
20137,13428,28,6,277,2025-11-22,Wash & Inspect,80,80,80,0,54.63,RFID unreadable
20138,20838,14,7,73,2025-05-29,Wash & Inspect,40,40,40,0,97.71,
20139,16236,7,10,227,2024-08-31,Wash & Inspect,10,12,11,0,19.43, 
20140,12216,60,11,286,2026-04-01,wash & inspect,20,20,20,0,16.91, 
20141,15857,95,2,283,2025-03-24,Wash & Inspect,16,16,16,0,95.46,RFID unreadable
20142,20661,8,5,73,2026-04-18,Cycle Count,20,20,20,0,28.00,RFID unreadable
20143,174,80,8,217,2023-12-17,Wash & Inspect,80,80,76,4,189.36,Count adjusted by hub
20144,11070,45,5,167,2026-02-04,Cycle Count,32,32,32,0,37.76,RFID unreadable
20145,2599,15,10,217,2024-09-12,Wash & Inspect,6,6,6,0,66.18, 
20146,6758,1,3,86,2026-04-24,Repair,80,80,79,1,112.04,
20147,3208,98,11,277,2024-07-24,Wash & Inspect,60,60,60,0,65.55,Count adjusted by hub
20148,26503,53,8,132,2026-03-03,Wash & Inspect,10,14,13,0,9.63,
20149,26631,38,5,98,2023-03-28,Wash & Inspect,6,6,6,0,13.15,
20150,16096,118,10,217,2023-09-04,Wash & Inspect,10,10,10,0,10.30,
20151,24732,51,5,88,2023-03-14,Wash & Inspect,8,8,8,0,11.08,awaiting QA
20152,5027,22,8,86,2024-04-01,Wash & Inspect,12,12,12,0,84.86,RFID unreadable
20153,23821,32,2,275,2023-03-26,Wash & Inspect,32,32,32,0,20.90,RFID unreadable
20154,20795,10,8,157,2024-12-26,Repair,6,6,4,2,108.15,Odor detected
20155,24538,113,3,157,2025-01-04,Wash & Inspect,16,16,16,0,37.12, 
20156,20829,79,5,167,2025-09-11,Cycle Count,12,8,4,4,134.55,
20157,6328,36,7,132,2024-11-16,Wash & Inspect,80,76,76,0,39.12,awaiting QA
20158,6921,63,9,54,2025-08-22,wash & inspect,20,20,20,0,43.44,Count adjusted by hub
20159,2668,27,4,2,2025-05-27,Repair,6,7,7,0,21.75, 
20160,21437,66,1,283,2024-02-07,Wash & Inspect,80,80,76,4,159.57,awaiting QA
20161,9205,68,7,6,2024-11-01,Decommission,10,10,10,0,20.81,Count adjusted by hub
20162,24187,8,6,88,2024-01-10,Wash & Inspect,60,60,60,0,76.94, 
20163,12175,28,3,98,2023-12-02,Wash & Inspect,6,6,6,0,46.09,
20164,20252,107,9,232,2026-03-18,Cycle Count,6,4,4,0,22.66,RFID unreadable
20165,4322,39,10,232,2024-09-25,Wash & Inspect,12,16,12,4,115.87,
20166,19361,11,7,227,2024-05-01,Wash & Inspect,6,7,7,0,97.93,
20167,21303,4,10,167,2025-04-27,Wash & Inspect,12,12,12,0,36.71,awaiting QA
20168,16657,19,6,132,2023-02-06,Wash & Inspect,80,80,77,3,124.05,
20169,3521,54,3,53,2023-06-28,Wash & Inspect,24,24,19,5,185.98,Odor detected
20170,16002,77,6,227,2023-06-02,Wash & Inspect,40,40,37,3,121.55,
20171,6624,46,6,132,2023-02-23,Cycle Count,12,12,12,0,34.14,
20172,13960,66,10,98,2024-07-23,Cycle Count,24,24,24,0,92.96,
20173,8262,67,8,227,2026-03-20,Repair,24,24,24,0,77.83,
20174,1789,20,3,73,2024-12-02,Wash & Inspect,16,16,16,0,79.51, 
20175,11274,20,9,217,2024-05-22,Wash & Inspect,12,12,9,3,92.01,Odor detected
20176,6279,21,2,286,2024-04-29,Decommission,16,16,15,0,59.09,awaiting QA
20177,26589,14,5,124,2026-05-25,Cycle Count,12,12,12,0,96.87,Count adjusted by hub
20178,21038,113,7,227,2023-07-24,Wash & Inspect,10,10,7,3,115.27,Seal wear
20179,22426,114,7,167,2026-02-27,Repair,6,0,0,0,18.88, 
20180,24886,9,2,167,2023-02-02,Wash & Inspect,32,36,36,0,11.48,Count adjusted by hub
20181,6865,74,1,275,2023-12-01,Wash & Inspect,60,61,61,0,31.46,awaiting QA
20182,23227,78,2,217,2025-04-19,Wash & Inspect,20,20,20,0,37.61,Seal wear
20183,8948,100,9,157,2026-06-04,Repair,40,40,39,0,81.08,Odor detected
20184,21331,28,8,286,2024-07-29,Wash & Inspect,16,17,17,0,96.79,Odor detected
20185,23795,89,8,2,2023-01-20,Wash & Inspect,80,81,78,3,157.46,
20186,8705,76,6,98,2024-09-10,Wash & Inspect,12,12,12,0,95.22,
20187,2893,2,6,274,2024-05-01,wash & inspect,40,40,40,0,80.47,
20188,11003,55,9,227,2025-11-20,Repair,4,2,2,0,75.64,awaiting QA
20189,1757,67,1,170,2024-06-27,Repair,20,19,17,1,53.81,RFID unreadable
20190,16831,46,5,54,2024-07-07,Cycle Count,6,6,6,0,58.03,
20191,134,65,8,227,2024-12-04,Wash & Inspect,16,12,12,0,22.42,
20192,4831,113,7,132,2025-09-12,Wash & Inspect,4,4,1,3,108.91,
20193,8708,48,9,100,2023-11-06,Cycle Count,24,24,24,0,12.06,Seal wear
20194,7093,24,2,167,2024-11-02,Wash & Inspect,6,6,6,0,29.76,awaiting QA
20195,17945,63,1,141,2025-07-29,wash & inspect,10,8,8,0,18.93,Odor detected
20196,16684,36,1,100,2025-09-23,wash & inspect,12,12,12,0,35.83,RFID unreadable
20197,23125,58,2,98,2026-01-20,Wash & Inspect,8,8,8,0,52.17,
20198,22533,93,10,88,2023-05-21,Wash & Inspect,16,14,14,0,96.02,RFID unreadable
20199,25731,54,2,283,2024-06-09,Cycle Count,16,16,15,0,59.90,Odor detected
20200,16274,110,3,53,2023-10-22,Wash & Inspect,16,16,15,0,31.66,awaiting QA
20201,19097,50,5,124,2025-06-10,Wash & Inspect,12,12,12,0,42.79,Seal wear
20202,4829,99,9,275,2024-05-27,wash & inspect,10,10,8,2,74.72,
20203,20115,89,6,170,2023-07-11,Wash & Inspect,6,7,7,0,64.84,
20204,3260,118,3,132,2024-11-27,Wash & Inspect,40,40,40,0,55.27,Count adjusted by hub
20205,11032,20,3,227,2026-05-14,Wash & Inspect,12,12,12,0,77.60,
20206,16741,93,11,167,2024-08-01,Repair,32,33,33,0,81.16,RFID unreadable
20207,12898,32,9,100,2025-05-03,Repair,24,28,28,0,70.70,Seal wear
20208,14904,98,10,286,2024-04-14,Wash & Inspect,4,4,3,0,18.81,Seal wear
20209,25175,76,7,98,2023-03-08,Wash & Inspect,80,84,84,0,64.47,
20210,837,64,6,38,2024-01-27,Cycle Count,40,38,38,0,45.93,Odor detected
20211,1140,33,4,27,2025-05-26,Wash & Inspect,20,28,28,0,10.15,
20212,8040,53,6,100,2023-11-17,Wash & Inspect,32,32,32,0,60.15,Odor detected
20213,9920,46,3,170,2024-04-29,Wash & Inspect,80,80,80,0,30.57,Odor detected
20214,11919,58,6,54,2026-03-07,Wash & Inspect,6,7,7,0,61.84, 
20215,24256,27,9,275,2023-02-14,Wash & Inspect,32,36,33,3,112.84,Odor detected
20216,7451,56,9,124,2024-10-26,Wash & Inspect,8,8,3,5,165.20,
20217,12052,41,8,217,2025-12-22,Wash & Inspect,4,4,3,0,81.76, 
20218,8825,71,11,277,2025-05-05,Wash & Inspect,8,8,8,0,60.14,Seal wear
20219,823,25,8,27,2025-02-09,wash & inspect,10,10,9,0,8.09,Odor detected
20220,11004,76,5,53,2024-10-20,Wash & Inspect,60,60,60,0,33.72,Count adjusted by hub
20221,13112,89,6,124,2025-08-01,Cycle Count,20,19,19,0,30.77,
20222,16537,100,8,167,2024-05-22,Cycle Count,20,20,20,0,73.30,Odor detected
20223,23174,5,3,217,2026-04-17,Wash & Inspect,80,80,80,0,76.58,
20224,2555,59,2,73,2026-04-27,wash & inspect,20,20,20,0,9.77,
20225,9783,56,7,141,2026-05-07,Wash & Inspect,32,32,31,0,51.92,
20226,13248,114,10,170,2025-08-26,Wash & Inspect,60,61,61,0,37.61,
20227,19984,119,6,98,2023-05-20,wash & inspect,60,60,60,0,20.71,
20228,2030,67,10,132,2024-04-04,Wash & Inspect,8,7,7,0,23.56,
20229,13070,50,4,277,2025-06-13,Wash & Inspect,16,16,16,0,94.95,Count adjusted by hub
20230,10275,102,7,132,2026-01-15,Wash & Inspect,4,4,0,3,115.89,awaiting QA
20231,16662,50,9,283,2023-09-09,Repair,16,16,16,0,46.25,Odor detected
20232,26346,120,6,2,2023-08-05,Repair,8,8,8,0,84.83,awaiting QA
20233,10102,65,9,277,2025-02-09,Wash & Inspect,20,20,20,0,89.56,Count adjusted by hub
20234,12109,88,8,217,2023-11-12,Wash & Inspect,80,80,80,0,18.08,
20235,1937,74,10,132,2025-03-06,Repair,4,4,0,4,161.90,RFID unreadable
20236,23004,31,7,98,2024-11-11,Wash & Inspect,80,81,81,0,11.29,
20237,10784,31,1,73,2025-09-28,Cycle Count,16,16,14,2,145.49,
20238,9562,65,6,2,2024-03-29,Decommission,32,32,32,0,94.14, 
20239,5365,7,3,227,2025-08-27,Decommission,40,32,28,4,114.89,awaiting QA
20240,6940,17,9,170,2023-03-17,wash & inspect,20,20,20,0,65.45,Count adjusted by hub
20241,1782,108,11,124,2025-03-30,Wash & Inspect,4,4,3,0,38.53,Odor detected
20242,5039,116,5,86,2023-10-22,Wash & Inspect,16,16,14,2,81.12,Count adjusted by hub
20243,23604,94,2,286,2024-02-22,Repair,32,32,32,0,73.21,RFID unreadable
20244,3008,7,3,277,2026-02-28,Wash & Inspect,32,32,31,0,11.02, 
20245,10959,69,4,124,2023-02-05,Repair,4,0,0,0,61.75,
20246,10409,26,11,170,2024-12-30,Cycle Count,80,72,68,4,134.40,
20247,19554,67,10,100,2026-07-04,Decommission,10,8,8,0,16.05,Seal wear
20248,16956,88,5,283,2023-02-12,Wash & Inspect,32,32,32,0,94.26,
20249,207,5,10,124,2026-01-20,Decommission,40,36,36,0,9.96,
20250,7683,16,5,157,2024-12-25,Repair,60,60,57,3,141.49,Count adjusted by hub
20251,5326,71,9,283,2025-02-08,Wash & Inspect,16,16,15,0,48.54,awaiting QA
20252,4320,14,11,27,2025-02-20,Wash & Inspect,40,41,41,0,75.19,awaiting QA
20253,13818,104,11,274,2023-10-13,Wash & Inspect,8,8,8,0,62.13,Odor detected
20254,16522,89,11,100,2023-01-16,Wash & Inspect,6,10,10,0,81.13,
20255,25068,92,1,227,2023-07-09,Wash & Inspect,24,24,24,0,64.14,Count adjusted by hub
20256,12549,35,3,275,2024-10-10,wash & inspect,20,20,16,4,105.70,Count adjusted by hub
20257,6387,21,1,232,2025-02-14,Wash & Inspect,4,4,4,0,91.14,RFID unreadable
20258,4347,119,7,217,2024-12-06,Cycle Count,8,8,8,0,20.40,RFID unreadable
20259,2239,99,8,277,2026-04-24,Wash & Inspect,32,32,31,1,43.35,
20260,18967,19,2,275,2023-11-27,wash & inspect,12,12,12,0,59.44,Seal wear
20261,9282,77,7,98,2024-02-22,wash & inspect,6,6,6,0,24.68, 
20262,20839,110,1,53,2025-02-17,Wash & Inspect,10,18,18,0,60.27,
20263,10600,75,7,100,2025-02-17,Wash & Inspect,32,32,32,0,90.48,Seal wear
20264,4793,110,7,227,2026-05-04,Repair,24,24,24,0,65.20,
20265,21159,9,11,141,2023-12-28,Wash & Inspect,10,10,10,0,72.38,RFID unreadable
20266,12137,71,4,100,2024-02-16,Repair,20,20,20,0,74.62,
20267,17117,69,1,100,2025-05-26,wash & inspect,16,16,16,0,45.87,awaiting QA
20268,6575,90,10,38,2024-06-21,Wash & Inspect,24,24,23,1,119.23,
20269,10665,50,11,217,2024-04-21,Wash & Inspect,8,8,8,0,71.37,Count adjusted by hub
20270,1002,6,5,157,2023-08-30,Wash & Inspect,40,40,40,0,22.30,Count adjusted by hub
20271,21757,97,4,283,2023-12-18,Repair,32,32,31,0,31.50,Seal wear
20272,2415,46,5,6,2025-11-28,Repair,8,10,10,0,93.17,Odor detected
20273,3047,88,7,88,2026-03-20,Wash & Inspect,80,88,88,0,86.53,Seal wear
20274,25529,50,7,6,2026-03-13,Cycle Count,4,4,4,0,37.10,
20275,9030,90,8,100,2025-05-06,wash & inspect,12,12,12,0,76.28,awaiting QA
20276,20788,59,1,283,2025-04-24,Wash & Inspect,40,40,37,3,91.00,Count adjusted by hub
20277,13763,73,2,170,2025-05-22,Wash & Inspect,10,10,10,0,83.59,
20278,22506,35,5,227,2025-05-12,wash & inspect,24,24,24,0,51.04,
20279,2105,92,9,27,2025-02-25,Wash & Inspect,24,24,23,1,62.86, 
20280,4713,22,10,275,2025-06-18,Wash & Inspect,4,4,3,0,91.28,Seal wear
20281,17689,6,4,167,2026-06-02,Repair,80,80,79,0,78.98,awaiting QA
20282,7674,76,7,167,2026-01-30,Wash & Inspect,24,24,24,0,67.31,Odor detected
20283,12397,12,8,38,2023-04-03,Repair,8,8,6,1,62.07,
20284,27071,79,4,232,2025-08-25,Wash & Inspect,32,32,32,0,26.87,RFID unreadable
20285,5587,51,5,86,2025-05-16,Wash & Inspect,4,0,0,0,14.74, 
20286,5388,109,2,27,2023-08-31,Wash & Inspect,20,20,20,0,9.71, 
20287,21202,98,10,141,2024-01-01,wash & inspect,12,12,11,0,82.47,Count adjusted by hub
