shipment_id,shipment_number,order_id,carrier_supplier_id,origin_region_id,destination_region_id,coordinator_employee_id,shipment_status,dispatch_date,scheduled_arrival_date,actual_arrival_date,tracking_reference,freight_cost,damage_units,temperature_excursion_flag
25023,SHP-2023-0025023,24697,9,3,3,66,"('In Transit', None)",2023-07-17,2023-07-25,,RLX-21867052,325.69,4,False
25024,SHP-2023-0025024,24698,46,10,7,298,"('Exception', None)",2023-06-15,2023-06-24,,RLX-93227020,907.33,0,False
25025,SHP-2026-0025025,24699,62,9,4,298,Delivered,2026-03-30,2026-04-06,2026-04-08,RLX-63940778,1047.87,0,False
25026,SHP-2024-0025026,24700,44,1,11,304,Delivered,2024-12-12,2024-12-14,2024-12-18,FRT-77188242,752.39,0,False
25027,SHP-2023-0025027,24701,44,9,1,277,"('Booked', None)",2023-10-10,2023-10-14,,TRK-17712040,1188.43,0,False
25028,SHP-2025-0025028,24702,30,2,5,21,"('In Transit', None)",2025-10-16,2025-10-22,,TRK-36586751,207.27,0,False
25029,SHP-2025-0025029,24703,60,3,11,304,Delivered,2025-09-18,2025-09-25,2025-09-26,TRK-77198250,751.91,0,False
25030,SHP-2024-0025030,24704,1,7,5,23,Delivered,2024-09-12,2024-09-21,2024-09-23,TRK-25044788,289.15,0,False
25031,SHP-2024-0025031,24705,27,6,9,150,Delivered,2024-07-09,2024-07-10,2024-07-12,RLX-45583517,700.24,0,False
25032,SHP-2026-0025032,24706,55,4,4,284,"('In Transit', None)",2026-02-12,2026-02-14,,RLX-83682772,326.93,0,True
25033,SHP-2023-0025033,24707,91,1,5,171,Delivered,2023-09-09,2023-09-12,2023-09-11,TRK-34317800,739.79,0,False
25034,SHP-2026-0025034,24708,10,2,8,95,Delivered,2026-01-29,2026-01-30,2026-01-30,RLX-62535812,408.30,0,False
25035,SHP-2024-0025035,24709,10,10,9,286,Delivered,2024-04-18,2024-04-24,2024-04-24,FRT-72639075,1202.07,0,True
25036,SHP-2024-0025036,24710,3,9,2,87,Delivered,2024-05-16,2024-05-22,2024-05-24,COLD-97051188,1538.07,0,False
25037,SHP-2024-0025037,24711,18,1,1,141,Delivered,2024-09-16,2024-09-24,2024-09-24,FRT-68492823,642.77,0,False
25038,SHP-2023-0025038,24712,46,10,10,167,Delivered,2023-07-21,2023-07-24,2023-07-26,RLX-69183892,854.61,3,False
25039,SHP-2024-0025039,24713,91,4,10,9,Delivered,2024-09-28,2024-09-29,2024-09-29,FRT-78847072,782.84,0,False
25040,SHP-2024-0025040,24714,68,2,2,279,Delivered,2024-07-27,2024-07-28,2024-07-27,RLX-61225472,931.58,0,False
25041,SHP-2025-0025041,24715,71,8,6,176,Delivered,2025-07-02,2025-07-10,2025-07-10,,677.64,0,False
25042,SHP-2024-0025042,24716,71,3,3,138,"('Booked', None)",2024-03-13,2024-03-15,,FRT-90660805,373.90,2,False
25043,SHP-2023-0025043,24717,35,1,1,235,"('In Transit', None)",2023-07-07,2023-07-11,,TRK-17944805,380.71,0,False
25044,SHP-2024-0025044,24718,40,5,1,172,Delivered,2024-07-20,2024-07-22,2024-07-21,COLD-24801095,350.76,0,True
25045,SHP-2023-0025045,24719,44,2,2,207,Delivered,2023-01-19,2023-01-25,2023-01-25,RLX-47034692,231.24,0,False
25046,SHP-2025-0025046,24720,30,10,10,186,Delivered,2025-02-12,2025-02-20,2025-02-24,RLX-74514962,566.66,0,False
25047,SHP-2025-0025047,24720,18,10,8,18,Delivered,2025-02-16,2025-02-25,2025-03-02,RLX-72504860,801.48,0,False
25048,SHP-2023-0025048,24721,10,6,4,286,Delivered,2023-08-28,2023-09-01,2023-09-02,TRK-77695758,500.38,0,False
25049,SHP-2025-0025049,24722,62,2,2,186,Delivered,2025-12-26,2026-01-04,2026-01-05,TRK-20205495,392.46,0,False
25050,SHP-2025-0025050,24723,44,9,9,237,Delivered,2025-09-29,2025-10-04,2025-10-05,,236.14,0,False
25051,SHP-2024-0025051,24724,18,8,8,275,Delivered,2024-03-24,2024-03-30,2024-03-31,COLD-44250283,818.53,2,False
25052,SHP-2023-0025052,24726,9,6,6,73,Delivered,2023-05-23,2023-05-26,2023-05-26,TRK-43203670,190.04,2,False
25053,SHP-2023-0025053,24727,36,3,2,217,Delivered,2023-09-15,2023-09-24,2023-09-26,RLX-36039662,385.54,0,False
25054,SHP-2023-0025054,24728,18,2,4,88,Delivered,2023-08-18,2023-08-22,2023-08-21,FRT-15399221,644.06,0,False
25055,SHP-2023-0025055,24729,44,3,3,212,"('In Transit', None)",2023-06-25,2023-07-03,,COLD-35892862,733.30,0,False
25056,SHP-2023-0025056,24730,80,8,5,23,"('Exception', None)",2023-06-20,2023-06-24,,FRT-62642150,669.06,0,False
25057,SHP-2023-0025057,24731,35,9,9,286,Delivered,2023-11-16,2023-11-21,2023-11-25,FRT-91350589,1511.75,0,False
25058,SHP-2024-0025058,24732,60,2,11,43,Delivered,2024-11-10,2024-11-11,2024-11-11,TRK-11533189,568.74,3,False
25059,SHP-2025-0025059,24733,30,5,5,21,Delivered,2025-08-03,2025-08-09,2025-08-10,RLX-60105780,460.94,0,False
25060,SHP-2025-0025060,24734,3,11,11,18,Delivered,2025-05-28,2025-06-04,2025-06-06,COLD-42277802,321.11,0,True
25061,SHP-2024-0025061,24735,69,6,1,138,Delivered,2024-01-24,2024-02-01,2024-02-08,RLX-58532462,166.77,0,False
25062,SHP-2024-0025062,24737,26,11,11,277,"('In Transit', None)",2024-02-21,2024-02-25,,TRK-25671233,897.32,0,False
25063,SHP-2025-0025063,24738,36,6,10,101,"('In Transit', None)",2025-11-23,2025-11-28,,TRK-48561207,759.84,0,False
25064,SHP-2023-0025064,24739,84,3,3,286,Delivered,2023-07-04,2023-07-05,2023-07-17,RLX-81314386,853.60,0,False
25065,SHP-2025-0025065,24740,35,2,2,221,Delivered,2025-01-19,2025-01-21,2025-01-22,FRT-91045481,420.59,0,False
25066,SHP-2025-0025066,24741,91,9,9,166,Delivered,2025-01-24,2025-01-25,2025-01-27,FRT-22167133,842.51,0,True
25067,SHP-2026-0025067,24742,12,11,11,217,"('Booked', None)",2026-06-09,2026-06-18,,FRT-35430440,339.19,0,False
25068,SHP-2023-0025068,24743,68,8,1,172,Delivered,2023-06-30,2023-07-09,2023-07-09,TRK-43020855,213.58,0,False
25069,SHP-2025-0025069,24745,9,2,6,141,Delivered,2025-11-11,2025-11-15,2025-11-14,COLD-17544050,692.12,0,False
25070,SHP-2025-0025070,24746,27,8,8,216,Delivered,2025-10-30,2025-11-07,2025-11-07,RLX-53375513,860.53,0,False
25071,SHP-2024-0025071,24747,74,8,8,188,Delivered,2024-08-13,2024-08-20,2024-08-21,FRT-17431492,192.80,0,False
25072,SHP-2025-0025072,24749,30,8,8,286,"('Exception', None)",2025-11-18,2025-11-21,,RLX-91704031,801.34,0,False
25073,SHP-2025-0025073,24749,46,8,10,95,"('Booked', None)",2025-11-15,2025-11-23,,FRT-45181097,521.92,0,False
25074,SHP-2023-0025074,24750,36,3,3,23,Delivered,2023-03-06,2023-03-13,2023-03-15,FRT-80534104,300.89,0,False
25075,SHP-2024-0025075,24751,60,10,10,66,Delivered,2024-12-08,2024-12-17,2024-12-17,TRK-55023380,442.87,4,False
25076,SHP-2024-0025076,24752,74,3,10,186,Delivered,2024-07-14,2024-07-16,2024-07-18,COLD-47625164,910.97,3,False
25077,SHP-2023-0025077,24753,55,5,5,111,Delivered,2023-09-30,2023-10-02,2023-10-02,FRT-16221548,582.78,0,False
25078,SHP-2025-0025078,24754,69,3,11,49,"('In Transit', None)",2025-08-31,2025-09-09,,TRK-40546366,478.76,0,False
25079,SHP-2024-0025079,24755,91,4,4,304,"('In Transit', None)",2024-09-24,2024-10-02,,FRT-19307646,927.17,0,False
25080,SHP-2025-0025080,24756,33,1,1,264,"('In Transit', None)",2025-07-11,2025-07-18,,TRK-49693146,534.56,0,False
25081,SHP-2024-0025081,24757,18,5,11,271,"('Booked', None)",2024-07-02,2024-07-07,,FRT-31111211,258.52,0,False
25082,SHP-2025-0025082,24759,46,7,1,277,Delivered,2025-04-21,2025-04-25,2025-04-25,COLD-18428428,403.80,3,False
25083,SHP-2024-0025083,24760,71,7,2,212,"('In Transit', None)",2024-04-16,2024-04-23,,RLX-95212088,501.19,0,False
25084,SHP-2023-0025084,24761,36,6,6,18,"('In Transit', None)",2023-07-14,2023-07-17,,RLX-13680092,529.56,0,True
25085,SHP-2023-0025085,24762,3,7,4,171,"('In Transit', None)",2023-12-04,2023-12-06,,FRT-91776152,565.07,0,False
25086,SHP-2023-0025086,24764,33,10,5,143,Delivered,2023-04-18,2023-04-23,2023-05-02,COLD-76646604,1424.58,0,False
25087,SHP-2024-0025087,24765,71,8,8,188,Delivered,2024-12-18,2024-12-21,2024-12-30,RLX-23231958,227.86,0,False
25088,SHP-2025-0025088,24766,35,4,4,18,Delivered,2025-10-21,2025-10-24,2025-10-24,FRT-70125130,457.49,4,False
25089,SHP-2023-0025089,24767,68,5,5,70,Delivered,2023-01-16,2023-01-25,2023-01-27,FRT-90676350,692.42,0,False
25090,SHP-2024-0025090,24768,35,9,11,92,Delivered,2024-03-11,2024-03-19,2024-03-21,TRK-27904725,1392.25,0,False
25091,SHP-2025-0025091,24769,55,10,10,141,Delivered,2025-12-07,2025-12-12,2025-12-12,TRK-14963959,1553.25,0,False
25092,SHP-2024-0025092,24770,60,10,4,9,Delivered,2024-06-26,2024-07-05,2024-07-06,FRT-97519006,678.82,0,False
25093,SHP-2025-0025093,24771,62,2,1,23,"('In Transit', None)",2025-11-03,2025-11-11,,FRT-89295642,128.34,0,False
25094,SHP-2025-0025094,24772,80,4,6,27,Delivered,2025-06-29,2025-07-02,2025-07-02,COLD-58719233,866.92,0,False
25095,SHP-2023-0025095,24773,36,9,9,54,Delivered,2023-09-29,2023-10-06,2023-10-07,COLD-15412756,1121.47,0,False
25096,SHP-2025-0025096,24774,71,5,5,150,Delivered,2025-02-23,2025-02-25,2025-02-26,FRT-79909009,297.37,0,False
25097,SHP-2024-0025097,24775,26,7,7,288,Delivered,2024-03-15,2024-03-22,2024-03-24,TRK-86079129,163.69,0,False
25098,SHP-2023-0025098,24776,40,3,3,305,Delivered,2023-10-13,2023-10-21,2023-10-23,FRT-41072901,412.34,1,False
25099,SHP-2024-0025099,24778,84,1,5,29,Delivered,2024-03-29,2024-04-03,2024-04-03,TRK-52288340,191.16,0,False
25100,SHP-2026-0025100,24781,27,1,11,275,Delivered,2026-02-04,2026-02-05,2026-02-07,RLX-42824824,207.69,0,False
25101,SHP-2024-0025101,24782,85,5,11,132,"('In Transit', None)",2024-10-13,2024-10-17,,COLD-85891620,808.78,0,False
25102,SHP-2023-0025102,24784,27,11,5,27,Delivered,2023-07-31,2023-08-07,2023-08-08,COLD-92512231,808.05,0,False
25103,SHP-2025-0025103,24785,9,4,3,264,Delivered ,2025-05-18,2025-05-25,2025-05-27,FRT-76787393,496.38,0,False
25104,SHP-2025-0025104,24787,44,4,4,9,Delivered,2025-03-03,2025-03-09,2025-03-08,FRT-74786477,426.68,0,False
25105,SHP-2023-0025105,24788,33,4,4,150,"('In Transit', None)",2023-08-19,2023-08-26,,FRT-23361539,581.26,0,False
25106,SHP-2023-0025106,24789,9,2,10,172,"('Booked', None)",2023-04-13,2023-04-18,,COLD-82932457,873.80,0,True
25107,SHP-2023-0025107,24789,35,2,2,143,"('In Transit', None)",2023-04-15,2023-04-23,,RLX-67133138,444.62,0,False
25108,SHP-2026-0025108,24790,71,2,2,150,"('Exception', None)",2026-02-21,2026-02-25,,TRK-45907342,930.03,0,False
25109,SHP-2024-0025109,24791,33,8,5,194,Delivered,2024-03-29,2024-04-06,2024-04-07,COLD-40315093,824.07,0,False
25110,SHP-2023-0025110,24792,68,9,1,23,Delivered,2023-11-08,2023-11-12,2023-11-14,RLX-98066929,781.27,0,False
25111,SHP-2025-0025111,24793,62,1,2,9,Delivered,2025-02-01,2025-02-07,2025-02-09,FRT-44571245,800.65,0,False
25112,SHP-2025-0025112,24794,35,3,7,237,Delivered,2025-12-21,2025-12-27,2025-12-28,COLD-90685180,549.66,0,False
25113,SHP-2025-0025113,24794,90,3,3,212,Delivered,2025-12-22,2025-12-28,2025-12-30,TRK-92187579,299.97,0,True
25114,SHP-2024-0025114,24795,80,9,5,288,"('Exception', None)",2024-09-04,2024-09-06,,COLD-42938922,749.51,0,False
25115,SHP-2023-0025115,24797,71,1,1,59,"('In Transit', None)",2023-09-09,2023-09-15,,FRT-83963140,385.65,0,False
25116,SHP-2026-0025116,24798,62,3,9,63,"('Exception', None)",2026-03-29,2026-04-05,,COLD-67235834,915.60,5,False
25117,SHP-2026-0025117,24798,3,3,3,297,"('Booked', None)",2026-03-30,2026-04-07,,COLD-34485949,424.48,0,False
25118,SHP-2024-0025118,24799,84,5,5,111,"('Booked', None)",2024-07-04,2024-07-13,,COLD-61191474,701.94,0,False
25119,SHP-2026-0025119,24800,27,7,7,98,Delivered,2026-06-12,2026-06-14,2026-06-13,TRK-74855763,920.60,0,False
25120,SHP-2025-0025120,24802,9,1,6,18,"('In Transit', None)",2025-11-08,2025-11-17,,TRK-65486853,516.20,0,False
25121,SHP-2025-0025121,24802,62,1,6,70,"('In Transit', None)",2025-11-09,2025-11-14,,,480.17,0,True
25122,SHP-2024-0025122,24803,55,7,9,216,"('Booked', None)",2024-12-30,2025-01-04,,FRT-25673192,146.47,0,False
25123,SHP-2024-0025123,24804,84,9,9,271,Delivered,2024-03-24,2024-03-30,2024-04-01,COLD-73609843,1137.55,0,False
25124,SHP-2024-0025124,24805,62,8,5,297,Delivered,2024-11-27,2024-12-01,2024-12-13,RLX-51020415,455.45,0,False
25125,SHP-2024-0025125,24805,44,8,8,92,Delivered,2024-11-29,2024-12-06,2024-12-09,RLX-26831169,896.95,0,False
25126,SHP-2026-0025126,24806,85,11,7,92,Delivered,2026-06-11,2026-06-12,2026-06-11,RLX-86748805,722.79,0,False
25127,SHP-2024-0025127,24807,12,10,10,298,"('Exception', None)",2024-10-05,2024-10-09,,RLX-14343107,930.82,0,False
25128,SHP-2025-0025128,24808,71,10,10,288,"('In Transit', None)",2025-11-25,2025-12-01,,RLX-91753313,541.09,0,False
25129,SHP-2025-0025129,24809,60,11,1,167,Delivered,2025-04-30,2025-05-05,2025-05-13,FRT-30088271,777.14,0,False
25130,SHP-2024-0025130,24810,1,7,5,98,Delivered,2024-06-28,2024-07-02,2024-07-01,COLD-60328891,326.12,0,False
25131,SHP-2024-0025131,24811,62,10,10,235,"('Exception', None)",2024-03-23,2024-03-24,,TRK-31798952,3346.56,0,False
25132,SHP-2025-0025132,24812,35,10,1,158,"('Booked', None)",2025-07-17,2025-07-19,,TRK-63544924,657.02,0,False
25133,SHP-2026-0025133,24813,18,8,3,65,Delivered ,2026-02-16,2026-02-24,2026-02-23,TRK-87333080,549.63,0,True
25134,SHP-2025-0025134,24816,10,11,11,283,Delivered,2025-03-08,2025-03-11,2025-03-14,COLD-50245158,471.35,0,False
25135,SHP-2025-0025135,24817,55,8,8,6,Delivered,2025-05-10,2025-05-17,2025-05-16,,305.99,0,False
25136,SHP-2024-0025136,24818,26,4,4,207,"('Exception', None)",2024-07-07,2024-07-11,,RLX-60805130,618.02,0,False
25137,SHP-2025-0025137,24819,35,5,5,95,Delivered,2025-01-30,2025-01-31,2025-01-30,RLX-23493972,110.83,0,False
25138,SHP-2024-0025138,24820,12,8,6,288,Delivered,2024-09-10,2024-09-12,2024-09-12,TRK-50683201,721.74,0,False
25139,SHP-2023-0025139,24821,55,2,7,177,Delivered,2023-10-08,2023-10-13,2023-10-15,RLX-38515653,904.13,0,False
25140,SHP-2023-0025140,24821,80,2,7,124,Delivered,2023-10-12,2023-10-14,2023-10-26,COLD-85349935,891.45,0,False
25141,SHP-2025-0025141,24822,91,3,4,47,Delivered,2025-06-17,2025-06-18,2025-06-17,FRT-59141515,237.01,0,False
25142,SHP-2024-0025142,24823,36,10,10,98,"('Booked', None)",2024-12-19,2024-12-21,,FRT-96772092,1748.44,2,False
25143,SHP-2025-0025143,24824,84,9,9,59,Delivered,2025-03-10,2025-03-18,2025-03-20,FRT-93549193,1577.80,1,False
25144,SHP-2025-0025144,24825,35,2,7,279,Delivered,2025-08-30,2025-09-04,2025-09-06,TRK-59234045,131.81,0,False
25145,SHP-2025-0025145,24826,84,9,11,172,Delivered,2025-11-11,2025-11-19,2025-11-19,FRT-47922333,265.22,0,False
25146,SHP-2025-0025146,24827,33,5,5,49,Delivered,2025-12-22,2025-12-28,2025-12-27,TRK-52016641,361.76,0,False
25147,SHP-2025-0025147,24828,80,10,10,288,Delivered,2025-01-22,2025-01-29,2025-01-29,RLX-61596100,862.62,0,False
25148,SHP-2024-0025148,24829,9,9,9,87,"('Exception', None)",2024-09-29,2024-10-06,,RLX-98658004,924.73,0,False
25149,SHP-2023-0025149,24830,84,9,6,172,Delivered,2023-11-14,2023-11-22,2023-11-24,,822.43,0,False
25150,SHP-2025-0025150,24831,3,2,2,101,Delivered,2025-11-24,2025-12-02,2025-12-02,FRT-13270599,148.52,0,False
25151,SHP-2024-0025151,24832,3,3,3,288,Delivered,2024-10-30,2024-11-05,2024-11-04,TRK-63812411,376.65,0,False
25152,SHP-2025-0025152,24833,26,3,3,86,Delivered,2025-03-17,2025-03-26,2025-03-27,RLX-27750357,385.78,0,False
25153,SHP-2025-0025153,24834,30,3,5,73,"('Exception', None)",2025-02-03,2025-02-12,,COLD-24181396,642.52,0,False
25154,SHP-2023-0025154,24835,62,2,9,101,Delivered,2023-01-26,2023-01-31,2023-02-02,TRK-84419188,844.35,0,False
25155,SHP-2025-0025155,24836,90,9,9,53,Delivered,2025-04-02,2025-04-05,2025-04-04,TRK-18454231,1369.98,0,False
25156,SHP-2023-0025156,24837,27,5,5,170,Delivered,2023-02-28,2023-03-08,2023-03-10,RLX-27995180,673.38,0,False
25157,SHP-2023-0025157,24838,27,7,7,65,Delivered,2023-10-30,2023-11-08,2023-11-11,FRT-55218907,532.95,0,False
25158,SHP-2023-0025158,24839,84,10,10,298,Delivered,2023-08-22,2023-08-27,2023-08-30,COLD-39572170,276.29,0,False
25159,SHP-2025-0025159,24840,1,1,1,85,Delivered,2025-07-05,2025-07-13,2025-07-15,COLD-41616734,775.39,3,False
25160,SHP-2025-0025160,24841,40,10,10,87,"('Booked', None)",2025-08-01,2025-08-07,,TRK-45684865,970.66,0,False
25161,SHP-2023-0025161,24842,90,5,7,194,"('Exception', None)",2023-10-30,2023-11-02,,FRT-23152548,370.58,0,False
25162,SHP-2024-0025162,24843,30,10,1,227,Delivered,2024-08-16,2024-08-23,2024-08-24,TRK-29278879,656.05,6,False
25163,SHP-2023-0025163,24844,12,2,2,170,"('Exception', None)",2023-09-15,2023-09-17,,FRT-28562103,900.88,0,False
25164,SHP-2025-0025164,24845,68,6,1,217,"('In Transit', None)",2025-10-31,2025-11-05,,FRT-64602387,465.52,0,True
25165,SHP-2026-0025165,24846,9,6,6,217,"('Booked', None)",2026-04-12,2026-04-14,,TRK-99951418,727.26,0,False
25166,SHP-2023-0025166,24848,18,11,7,63,Delivered,2023-03-14,2023-03-21,2023-04-01,RLX-22291041,123.49,0,False
25167,SHP-2023-0025167,24848,91,11,11,302,Delivered,2023-03-17,2023-03-22,2023-03-22,FRT-84436578,613.50,1,False
25168,SHP-2024-0025168,24849,60,10,4,232,Delivered,2024-01-25,2024-01-31,2024-01-30,TRK-25316965,458.07,0,False
25169,SHP-2024-0025169,24849,27,10,4,283,Delivered,2024-01-26,2024-01-31,2024-01-30,COLD-79031689,464.77,0,False
25170,SHP-2023-0025170,24850,62,3,3,186,Delivered,2023-01-04,2023-01-11,2023-01-13,FRT-13706313,897.85,0,False
25171,SHP-2026-0025171,24851,12,5,9,221,Delivered,2026-02-01,2026-02-03,2026-02-03,COLD-70941577,560.65,0,False
25172,SHP-2023-0025172,24852,80,6,6,116,Delivered,2023-11-12,2023-11-16,2023-11-25,COLD-33939172,779.23,4,False
25173,SHP-2025-0025173,24853,9,3,3,237,Delivered,2025-06-05,2025-06-14,2025-06-14,FRT-64116439,340.34,0,False
25174,SHP-2025-0025174,24855,44,1,1,38,Delivered,2025-10-14,2025-10-21,2025-10-22,COLD-24965376,405.79,0,False
25175,SHP-2023-0025175,24856,35,7,7,111,Delivered,2023-03-02,2023-03-05,2023-03-08,TRK-60318438,514.50,0,False
25176,SHP-2025-0025176,24857,40,4,11,194,"('Exception', None)",2025-03-14,2025-03-15,,RLX-53829782,258.60,0,False
25177,SHP-2025-0025177,24857,18,4,11,98,"('Exception', None)",2025-03-13,2025-03-17,,TRK-68587848,321.99,0,False
25178,SHP-2023-0025178,24858,36,4,4,143,"('In Transit', None)",2023-05-05,2023-05-07,,RLX-80820777,383.67,0,False
25179,SHP-2026-0025179,24859,62,4,4,271,Delivered,2026-05-18,2026-05-20,2026-05-20,FRT-68688885,285.90,0,False
25180,SHP-2024-0025180,24860,30,4,10,43,"('In Transit', None)",2024-05-02,2024-05-04,,RLX-33525687,220.06,0,False
25181,SHP-2026-0025181,24861,9,11,9,66,Delivered,2026-06-27,2026-06-29,2026-06-29,TRK-77815367,327.95,0,False
25182,SHP-2026-0025182,24862,46,6,6,188,Delivered,2026-03-27,2026-04-02,2026-04-07,FRT-43525690,562.29,0,False
25183,SHP-2023-0025183,24863,30,2,5,43,Delivered,2023-01-21,2023-01-27,2023-01-28,RLX-39036999,727.91,0,False
25184,SHP-2023-0025184,24863,3,2,2,54,Delivered,2023-01-22,2023-01-23,2023-01-23,RLX-88480858,526.36,0,False
25185,SHP-2023-0025185,24864,69,6,4,275,Delivered,2023-05-10,2023-05-15,2023-05-15,FRT-63665220,779.29,0,False
25186,SHP-2023-0025186,24865,62,4,6,73,"('In Transit', None)",2023-07-04,2023-07-11,,FRT-81504594,639.49,0,False
25187,SHP-2026-0025187,24866,71,11,11,124,"('In Transit', None)",2026-04-09,2026-04-18,,FRT-59415952,924.68,0,False
25188,SHP-2024-0025188,24867,30,5,7,143,Delivered,2024-05-16,2024-05-18,2024-05-19,FRT-30030039,260.65,0,False
25189,SHP-2025-0025189,24868,62,3,8,53,Delivered ,2025-05-07,2025-05-08,2025-05-07,,188.04,3,False
25190,SHP-2025-0025190,24870,90,9,9,171,"('Exception', None)",2025-10-27,2025-11-04,,,1167.54,0,False
25191,SHP-2026-0025191,24871,69,4,4,95,Delivered,2026-02-17,2026-02-24,2026-02-26,TRK-90219545,543.82,0,False
25192,SHP-2024-0025192,24872,33,9,9,158,"('In Transit', None)",2024-08-06,2024-08-14,,COLD-60359011,392.71,0,False
25193,SHP-2024-0025193,24873,1,4,6,158,Delivered,2024-07-06,2024-07-12,2024-07-12,TRK-45668477,485.21,0,False
25194,SHP-2025-0025194,24874,60,9,9,288,Delivered,2025-04-11,2025-04-13,2025-04-25,COLD-39804336,1001.22,0,False
25195,SHP-2026-0025195,24875,71,8,11,53,"('Booked', None)",2026-03-23,2026-03-24,,COLD-88441518,263.85,0,False
25196,SHP-2025-0025196,24876,71,7,4,98,Delivered,2025-04-09,2025-04-16,2025-04-17,FRT-59582574,434.41,0,False
25197,SHP-2023-0025197,24877,60,2,2,80,"('Booked', None)",2023-11-06,2023-11-13,,RLX-46975319,687.01,0,False
25198,SHP-2026-0025198,24878,91,11,6,132,"('Booked', None)",2026-02-07,2026-02-13,,TRK-30309515,636.92,0,False
25199,SHP-2024-0025199,24879,12,6,6,300,Delivered,2024-10-28,2024-10-31,2024-11-12,COLD-38706298,556.12,5,False
25200,SHP-2024-0025200,24880,12,10,10,274,Delivered,2024-02-21,2024-02-25,2024-02-26,FRT-78944885,931.23,0,False
25201,SHP-2023-0025201,24882,27,11,11,200,Delivered,2023-03-20,2023-03-28,2023-03-27,COLD-74597967,1064.33,0,False
25202,SHP-2024-0025202,24883,74,8,8,34,Delivered,2024-07-29,2024-08-04,2024-08-06,TRK-44688998,897.69,0,False
25203,SHP-2026-0025203,24884,33,10,10,43,Delivered,2026-03-30,2026-04-05,2026-04-05,COLD-62698477,1360.53,0,False
25204,SHP-2025-0025204,24885,60,4,5,297,Delivered,2025-01-24,2025-01-31,2025-02-04,TRK-75189991,333.23,0,True
25205,SHP-2025-0025205,24886,85,10,10,88,"('In Transit', None)",2025-11-03,2025-11-11,,TRK-55523385,261.68,0,False
25206,SHP-2025-0025206,24887,18,11,11,98,"('In Transit', None)",2025-02-08,2025-02-16,,RLX-20928037,667.72,0,False
25207,SHP-2023-0025207,24888,10,4,4,27,Delivered,2023-05-13,2023-05-15,2023-05-17,TRK-29463597,381.56,0,False
25208,SHP-2025-0025208,24889,35,5,5,171,Delivered,2025-10-13,2025-10-18,2025-10-24,TRK-19992706,693.32,0,False
25209,SHP-2023-0025209,24890,18,7,4,21,"('In Transit', None)",2023-07-16,2023-07-25,,FRT-28893162,874.62,0,False
25210,SHP-2025-0025210,24891,44,5,3,194,Delivered,2025-04-11,2025-04-17,2025-04-19,,173.36,0,False
25211,SHP-2024-0025211,24892,85,10,10,65,Delivered,2024-05-22,2024-05-31,2024-05-30,RLX-61877847,582.44,4,False
25212,SHP-2025-0025212,24893,91,6,5,65,Delivered,2025-03-05,2025-03-08,2025-03-09,RLX-67242834,737.07,2,True
25213,SHP-2023-0025213,24894,44,7,2,38,Delivered,2023-09-21,2023-09-23,2023-09-23,COLD-66540381,202.79,0,False
25214,SHP-2025-0025214,24895,33,8,8,275,Delivered,2025-09-27,2025-10-01,2025-10-01,,11.70,0,False
25215,SHP-2024-0025215,24896,90,8,8,88,Delivered,2024-08-24,2024-08-27,2024-08-27,FRT-91637783,676.17,0,False
25216,SHP-2026-0025216,24897,18,3,8,6,Delivered ,2026-04-04,2026-04-06,2026-04-05,COLD-14610293,908.14,0,False
25217,SHP-2024-0025217,24898,10,10,10,59,"('In Transit', None)",2024-08-30,2024-09-05,,COLD-85260875,683.69,0,False
25218,SHP-2025-0025218,24901,84,3,3,302,Delivered,2025-09-25,2025-09-27,2025-10-06,TRK-33374828,136.53,0,False
25219,SHP-2024-0025219,24902,26,11,10,188,"('Booked', None)",2024-06-22,2024-07-01,,TRK-18783167,319.14,0,False
25220,SHP-2024-0025220,24902,9,11,10,63,"('In Transit', None)",2024-06-22,2024-06-30,,TRK-92008950,1002.58,0,False
25221,SHP-2026-0025221,24904,35,8,8,216,Delivered,2026-04-25,2026-05-04,2026-05-06,TRK-96570280,443.37,1,False
25222,SHP-2023-0025222,24905,90,8,5,29,"('Booked', None)",2023-05-18,2023-05-22,,,441.36,2,False
25223,SHP-2023-0025223,24906,60,5,5,87,Delivered,2023-02-24,2023-03-04,2023-03-05,COLD-75811370,653.25,0,False
25224,SHP-2025-0025224,24907,91,10,10,53,"('Booked', None)",2025-09-18,2025-09-20,,TRK-16994556,1628.38,0,False
25225,SHP-2023-0025225,24908,35,4,9,207,Delivered,2023-01-30,2023-01-31,2023-02-01,TRK-47980013,451.26,0,False
25226,SHP-2025-0025226,24909,74,5,5,172,Delivered,2025-10-04,2025-10-10,2025-10-10,FRT-54939734,587.14,0,False
25227,SHP-2026-0025227,24910,12,8,3,212,"('Exception', None)",2026-02-01,2026-02-07,,FRT-62834937,153.71,5,False
25228,SHP-2025-0025228,24912,18,10,9,95,Delivered,2025-09-20,2025-09-26,2025-09-28,COLD-12071515,1101.09,1,False
25229,SHP-2024-0025229,24913,26,5,4,150,"('Exception', None)",2024-11-15,2024-11-24,,TRK-33665100,427.57,0,False
25230,SHP-2024-0025230,24914,84,5,5,143,"('Exception', None)",2024-05-26,2024-05-29,,COLD-11090765,331.37,0,False
25231,SHP-2024-0025231,24915,84,3,5,70,Delivered,2024-07-15,2024-07-24,2024-07-23,TRK-39103461,796.22,0,False
