contract_id,contract_number,customer_id,account_manager_id,contract_tier,contract_status,start_date,end_date_raw,minimum_monthly_commitment,deposit_amount,billing_currency,cancellation_reason
3154,CTR-2025-03154,1945,74,Preferred,Active,2025-03-05,3/5/2026,2500.00,1000.00,USD,
3155,CTR-2023-03155,1688,156,Strategic,Cancelled,2023-08-21,2026-08-20,10000.00,500.00,CAD,Unknown
3156,CTR-2024-03156,1297,234,Strategic,Expired,2024-02-01,2025-01-31,10000.00,1000.00,GBP,
3157,CTR-2025-03157,2270,289,Preferred,Active,2025-09-20,2026-03-19,25000.00,1000.00,USD,
3158,CTR-2025-03158,1273,30,strategic ,Suspended,2025-04-19,2028-04-18,500.00,0.00,USD,
3159,CTR-2024-03159,97,64,strategic ,Active,2024-09-05,2025-09-05,25000.00,500.00,USD,
3160,CTR-2023-03160,91,295,Strategic,Cancelled,2023-03-02,2023-08-29,1000.00,1000.00,USD,Moved to competitor
3161,CTR-2024-03161,546,152,Strategic,Expired,2024-06-04,2024-12-01,500.00,5000.00,CAD,
3162,CTR-2025-03162,1581,241,Spot,Suspended,2025-01-14,2026-01-14,500.00,5000.00,USD,
3163,CTR-2025-03163,36,19,Spot,Active,2025-08-23,2028-08-22,5000.00,500.00,USD,
3164,CTR-2024-03164,2136,267,Strategic,Cancelled,2024-01-29,2026-01-28,5000.00,500.00,USD,Moved to competitor
3165,CTR-2024-03165,1887,41,Preferred,Cancelled,2024-05-11,2027-05-11,10000.00,0.00,USD,Price increase
3166,CTR-2025-03166,1668,152,strategic ,Active,2025-01-06,2026-01-06,1000.00,500.00,USD,
3167,CTR-2025-03167,1862,280,Spot,Active,2025-04-26,10/23/2025,1000.00,2500.00,USD,
3168,CTR-2024-03168,1796,278,Preferred,Expired,2024-01-18,2026-01-17,10000.00,5000.00,USD,
3169,CTR-2024-03169,1835,234,Standard,Active,2024-06-06,2025-06-06,1000.00,1000.00,USD,
3170,CTR-2024-03170,1280,299,Preferred,active,2024-08-11,2025-02-07,5000.00,10000.00,USD,
3171,CTR-2024-03171,1338,262,Preferred,Active,2024-07-11,2026-07-11,25000.00,1000.00,CAD,
3172,CTR-2023-03172,655,41,strategic ,Expired,2023-04-25,2024-04-24,2500.00,1000.00,CAD,
3173,CTR-2024-03173,63,108,Spot,Active,2024-08-05,2026-08-05,2500.00,0.00,USD,
3174,CTR-2025-03174,1565,152,Standard,Expired,2025-03-10,2028-03-09,10000.00,5000.00,USD,
3175,CTR-2025-03175,1131,19,Preferred,Cancelled,2025-04-26,2026-04-26,1000.00,500.00,USD,Service unreliability
3176,CTR-2024-03176,1505,60,Strategic,Active,2024-04-16, 2025-04-16 ,500.00,10000.00,USD,
3177,CTR-2025-03177,2057,174,strategic ,active,2025-06-21,6/21/2027,5000.00,500.00,USD,
3178,CTR-2024-03178,84,152,strategic ,Active,2024-07-09,2025/07/09,2500.00,2500.00,USD,
3179,CTR-2025-03179,595,240,Strategic,active,2025-08-23,2026-08-23,2500.00,1000.00,USD,
3180,CTR-2025-03180,1912,267,Preferred,Suspended,2025-07-18,7/18/2026,5000.00,1000.00,USD,
3181,CTR-2024-03181,829,64,Preferred,active,2024-06-08,08/06/2027,500.00,1000.00,USD,
3182,CTR-2024-03182,1358,33,strategic ,Active,2024-01-05,2026-01-04,10000.00,10000.00,USD,
3183,CTR-2025-03183,2283,105,Preferred,Cancelled,2025-04-04,2026-04-04,500.00,1000.00,USD, 
3184,CTR-2024-03184,38,179,Strategic,Cancelled,2024-08-21,2025-08-21,10000.00,1000.00,USD,Service unreliability
3185,CTR-2025-03185,160,108,Standard,Active,2025-06-26,2026-06-26,1000.00,500.00,usd,
3186,CTR-2024-03186,2169,296,Spot,Active,2024-01-31,2025-01-30,5000.00,5000.00,USD,
3187,CTR-2024-03187,360,26,Preferred,active,2024-06-28,2026-06-28,2500.00,500.00,usd,
3188,CTR-2023-03188,1152,278,Spot,Cancelled,2023-11-26,2024-11-25,1000.00,2500.00,USD,Price increase
3189,CTR-2024-03189,732,26,Spot,Expired,2024-05-10,2025-05-10,10000.00,1000.00,CAD,
3190,CTR-2025-03190,640,156,strategic ,Active,2025-07-14,2026-01-10,2500.00,2500.00,USD,
3191,CTR-2024-03191,1646,147,Preferred,Active,2024-09-05,3/4/2025,1000.00,5000.00,GBP,
3192,CTR-2023-03192,472,273,Preferred,Active,2023-07-13,7/12/2025,10000.00,2500.00,USD,
3193,CTR-2023-03193,1837,242,strategic ,Active,2023-04-15,2023-10-12,25000.00,5000.00,usd,
3194,CTR-2024-03194,1326,310,Spot,Active,2024-11-08,2026-11-08,25000.00,10000.00,USD,
3195,CTR-2023-03195,445,12,Strategic,Active,2023-01-31,2024-01-31,2500.00,10000.00,USD,
3196,CTR-2025-03196,1231,310,Spot,Active,2025-01-05,2025-07-04,2500.00,500.00,EUR,
3197,CTR-2024-03197,1971,7,Preferred,Active,2024-03-01,2026-03-01,1000.00,500.00,USD,
3198,CTR-2025-03198,1945,20,Standard,Cancelled,2025-07-30,2026-07-30,1000.00,10000.00,USD,Moved to competitor
3199,CTR-2023-03199,1738,245,Spot,Suspended,2023-12-10,12/9/2024,500.00,5000.00,USD,
3200,CTR-2023-03200,1057,296,Spot,Cancelled,2023-04-03,2023-09-30,25000.00,1000.00,USD,Customer consolidation
3201,CTR-2023-03201,267,12,Spot,Expired,2023-05-10,5/9/2024,5000.00,500.00,USD,
3202,CTR-2025-03202,309,22,Standard,Active,2025-02-27,2026-02-27,500.00,5000.00,EUR,
3203,CTR-2024-03203,1657,254,Spot,Expired,2024-02-06,2025-02-05,5000.00,2500.00,USD,
3204,CTR-2024-03204,1798,258,strategic ,Expired,2024-10-31,2025-10-31,10000.00,500.00,USD,
3205,CTR-2025-03205,1675,280,Preferred,Expired,2025-05-08,08/05/2026,25000.00,5000.00,CAD,
3206,CTR-2023-03206,1394,296,Preferred,Suspended,2023-12-06,2024-12-05,1000.00,0.00,USD,
3207,CTR-2024-03207,863,234,strategic ,Active,2024-07-20,20/07/2025,2500.00,10000.00,EUR,
3208,CTR-2024-03208,1192,149,Preferred,Expired,2024-08-16,2025-08-16,1000.00,500.00,EUR,
3209,CTR-2024-03209,312,147,Strategic,Expired,2024-06-30,2025-06-30,500.00,10000.00,usd,
3210,CTR-2023-03210,2412,60,Spot,Active,2023-01-11,2023-07-10,2500.00,2500.00,USD,
3211,CTR-2024-03211,1543,245,Strategic,Cancelled,2024-11-05,2025-11-05,500.00,10000.00,CAD,Service unreliability
3212,CTR-2023-03212,2233,201,strategic ,Cancelled,2023-06-29, 2025-06-28 ,500.00,2500.00,USD,Price increase
3213,CTR-2024-03213,621,69,Strategic,Active,2024-09-24,2027-09-24,5000.00,5000.00,USD,
3214,CTR-2023-03214,320,156,Strategic,Expired,2023-03-28,2026-03-27,10000.00,5000.00,USD,
3215,CTR-2024-03215,764,119,Standard,Active,2024-05-20,16/11/2024,1000.00,10000.00,CAD,
3216,CTR-2025-03216,2217,257,Spot,Active,2025-03-29,25/09/2025,10000.00,500.00,USD,
3217,CTR-2023-03217,834,22,Standard,Expired,2023-08-26,2024-08-25,25000.00,500.00,CAD,
3218,CTR-2024-03218,1325,57,Spot,Active,2024-08-06,2025-08-06,500.00,5000.00,USD,
3219,CTR-2024-03219,1892,240,strategic ,Expired,2024-09-16,2026-09-16,10000.00,0.00,USD,
3220,CTR-2024-03220,483,269,strategic ,Active,2024-08-08,2025/08/08,25000.00,10000.00,USD,
3221,CTR-2023-03221,2478,252,Spot,Active,2023-02-18,2024-02-18,2500.00,2500.00,USD,
3222,CTR-2025-03222,1581,190,Strategic,Suspended,2025-07-25,2026-07-25,500.00,10000.00,EUR,
3223,CTR-2024-03223,1633,278,Preferred,Cancelled,2024-02-23,22/02/2025,1000.00,2500.00,USD,Unknown
3224,CTR-2023-03224,2096,258,strategic ,Active,2023-04-06,2025-04-05,10000.00,0.00,USD,
3225,CTR-2023-03225,1324,94,Strategic,Expired,2023-03-28,2026-03-27,2500.00,500.00,USD,
3226,CTR-2025-03226,311,183,Spot,Suspended,2025-07-22,2027-07-22,500.00,5000.00,USD,
3227,CTR-2024-03227,3,295,Preferred,Cancelled,2024-12-08,2025-12-08,10000.00,2500.00,USD,Customer consolidation
3228,CTR-2024-03228,2184,290,Preferred,Expired,2024-07-05,2026/07/05,500.00,5000.00,USD,
3229,CTR-2024-03229,12,26,Spot,Active,2024-02-15,2024-08-13,25000.00,1000.00,USD,
3230,CTR-2024-03230,1946,234,Spot,Cancelled,2024-09-26,2026-09-26,5000.00,0.00,GBP,Moved to competitor
3231,CTR-2024-03231,2131,201,Spot,Expired,2024-01-01,2024-06-29,1000.00,10000.00,usd,
3232,CTR-2023-03232,1000,257,Standard,Expired,2023-02-14,2024-02-14,500.00,2500.00,USD,
3233,CTR-2025-03233,501,33,Standard,Active,2025-09-27,26/03/2026,500.00,5000.00,EUR,
3234,CTR-2024-03234,1596,220,Spot,Cancelled,2024-01-10,09/01/2027,500.00,500.00,GBP,Customer consolidation
3235,CTR-2023-03235,1798,179,Preferred,Active,2023-07-08,2024-01-04,2500.00,1000.00,USD,
3236,CTR-2025-03236,863,252,Preferred,Expired,2025-05-10,2028-05-09,2500.00,500.00,USD,
3237,CTR-2023-03237,2313,22,Strategic,Active,2023-12-10,2024-12-09,10000.00,0.00,USD,
3238,CTR-2023-03238,2316,192,strategic ,Cancelled,2023-06-15,2025-06-14,2500.00,1000.00,USD, 
3239,CTR-2023-03239,670,82,strategic ,Expired,2023-12-15,2024/06/12,1000.00,0.00,USD,
3240,CTR-2025-03240,1029,12,Strategic,Expired,2025-04-07,2027-04-07,5000.00,500.00,EUR,
3241,CTR-2025-03241,1548,254,strategic ,Active,2025-08-29,2026-02-25,25000.00,0.00,USD,
3242,CTR-2023-03242,1758,165,Spot,Active,2023-10-11,2024-10-10,5000.00,500.00,USD,
3243,CTR-2023-03243,1897,69,Preferred,Cancelled,2023-01-30,2023-07-29,25000.00,2500.00,GBP, 
3244,CTR-2024-03244,649,51,Spot,Active,2024-12-11,6/9/2025,10000.00,10000.00,USD,
3245,CTR-2024-03245,1498,257,Standard,Active,2024-10-24,2026-10-24,5000.00,2500.00,USD,
3246,CTR-2023-03246,2164,33,strategic ,Active,2023-09-23,2026-09-22,10000.00,500.00,USD,
3247,CTR-2025-03247,391,266,Spot,Active,2025-06-29,2027-06-29,2500.00,500.00,USD,
3248,CTR-2025-03248,1856,245,Preferred,Cancelled,2025-06-08,2027-06-08,5000.00,0.00,USD, 
3249,CTR-2024-03249,1450,310,Strategic,Expired,2024-08-17,2025-08-17,1000.00,0.00,USD,
3250,CTR-2024-03250,1307,266,Preferred,active,2024-09-21,2027-09-21,2500.00,2500.00,usd,
3251,CTR-2025-03251,1177,248,Spot,Suspended,2025-07-21,2027-07-21,500.00,0.00,USD,
3252,CTR-2025-03252,510,60,Strategic,Expired,2025-07-03,2026-07-03,25000.00,5000.00,EUR,
3253,CTR-2025-03253,1611,187,strategic ,Suspended,2025-06-11,2026-06-11,10000.00,5000.00,EUR,
3254,CTR-2025-03254,2377,280,strategic ,Active,2025-02-11,2025-08-10,5000.00,1000.00,USD,
3255,CTR-2023-03255,1080,267,strategic ,Active,2023-08-08,8/7/2024,2500.00,10000.00,GBP,
3256,CTR-2023-03256,1469,245,strategic ,Cancelled,2023-10-25,10/24/2025,10000.00,0.00,USD,Moved to competitor
3257,CTR-2023-03257,2426,240,Standard,Suspended,2023-09-17,9/16/2025,2500.00,500.00,usd,
3258,CTR-2025-03258,406,191,Standard,Active,2025-06-06,2026-06-06,5000.00,500.00,USD,
3259,CTR-2023-03259,698,290,Strategic,Expired,2023-10-16,2024-10-15,10000.00,500.00,USD,
3260,CTR-2025-03260,351,210,strategic ,Cancelled,2025-09-14,2028-09-13,1000.00,5000.00,USD,Price increase
3261,CTR-2023-03261,1021,226,Preferred,Active,2023-11-24,2024-11-23,2500.00,500.00,GBP,
3262,CTR-2024-03262,597,190,Preferred,active,2024-10-04,2025-10-04,1000.00,0.00,USD,
3263,CTR-2025-03263,65,187,strategic ,active,2025-05-14,2026-05-14,500.00,1000.00,USD,
3264,CTR-2023-03264,1006,51,Spot,Active,2023-03-15,2025-03-14,1000.00,1000.00,USD,
3265,CTR-2023-03265,516,234,strategic ,Active,2023-06-28,2024-06-27,25000.00,1000.00,USD,
3266,CTR-2025-03266,1550,39,Standard,Active,2025-05-17,2028-05-16,10000.00,10000.00,USD,
3267,CTR-2024-03267,2438,254,Preferred,Active,2024-05-07,2025-05-07,1000.00,2500.00,USD,
3268,CTR-2025-03268,518,106,strategic ,Active,2025-05-12,2026-05-12,10000.00,10000.00,CAD,
3269,CTR-2025-03269,1044,299,Strategic,Active,2025-02-11,2025-08-10,1000.00,2500.00,USD,
3270,CTR-2024-03270,952,240,Standard,Active,2024-03-05,2025-03-05,2500.00,500.00,USD,
3271,CTR-2024-03271,77,267,Preferred,Active,2024-01-15,2024-07-13,10000.00,500.00,USD,
3272,CTR-2025-03272,1332,295,Standard,Active,2025-04-20,2025-10-17,10000.00,1000.00,EUR,
3273,CTR-2025-03273,1349,226,Strategic,Active,2025-03-26,2025-09-22,2500.00,0.00,USD,
3274,CTR-2024-03274,974,236,Preferred,Active,2024-01-30,29/01/2025,1000.00,10000.00,USD,
3275,CTR-2025-03275,146,83,Spot,Expired,2025-04-08,2026-04-08,25000.00,0.00,USD,
3276,CTR-2023-03276,127,69,Standard,Cancelled,2023-04-07,2025-04-06,5000.00,5000.00,GBP,Customer consolidation
3277,CTR-2024-03277,971,140,strategic ,Active,2024-06-07,07/06/2025,2500.00,2500.00,USD,
3278,CTR-2023-03278,1514,12,Preferred,Active,2023-06-28,2025-06-27,500.00,1000.00,USD,
3279,CTR-2024-03279,233,210,strategic ,Active,2024-05-31,2024-11-27,5000.00,10000.00,USD,
3280,CTR-2024-03280,808,68,Strategic,Active,2024-06-23,23/06/2027,25000.00,2500.00,CAD,
3281,CTR-2025-03281,1023,190,Strategic,Active,2025-07-31,2026-01-27,500.00,500.00,USD,
3282,CTR-2023-03282,1393,258,Spot,Active,2023-07-29,2026/07/28,10000.00,500.00,GBP,
3283,CTR-2023-03283,1096,187,strategic ,Active,2023-04-05,2023-10-02,500.00,10000.00,USD,
3284,CTR-2025-03284,400,193,Strategic,Suspended,2025-01-29,7/28/2025,500.00,1000.00,USD,
3285,CTR-2024-03285,1216,191,Preferred,Expired,2024-08-27,2025-02-23,25000.00,1000.00,USD,
3286,CTR-2025-03286,1640,267,Strategic,Active,2025-05-25, 2025-11-21 ,25000.00,10000.00,USD,
3287,CTR-2023-03287,950,12,strategic ,Active,2023-05-29,2025-05-28,2500.00,1000.00,USD,
3288,CTR-2023-03288,844,210,Preferred,Expired,2023-03-11,2025-03-10,1000.00,10000.00,usd,
3289,CTR-2023-03289,396,82,strategic ,Expired,2023-02-22,2026-02-21,2500.00,10000.00,USD,
3290,CTR-2024-03290,973,78,Strategic,Expired,2024-10-15,2025-10-15,10000.00,1000.00,USD,
3291,CTR-2024-03291,1422,30,Preferred,Active,2024-01-31,2024-07-29,500.00,500.00,CAD,
3292,CTR-2025-03292,1280,39,Spot,Expired,2025-02-11,2028-02-11,1000.00,500.00,USD,
3293,CTR-2023-03293,57,119,strategic ,Active,2023-06-18,2024-06-17,2500.00,500.00,USD,
3294,CTR-2023-03294,1064,258,strategic ,Active,2023-03-20,2026-03-19,10000.00,0.00,USD,
3295,CTR-2025-03295,1499,165,strategic ,Cancelled,2025-04-19,2027-04-19,500.00,5000.00,USD,Customer consolidation
3296,CTR-2024-03296,153,19,Preferred,active,2024-01-07,2025/01/06,2500.00,2500.00,USD,
3297,CTR-2024-03297,1412,149,Preferred,Active,2024-04-22,2026-04-22,1000.00,5000.00,EUR,
3298,CTR-2024-03298,2160,234,strategic ,Active,2024-09-09,2025-03-08,2500.00,1000.00,CAD,
3299,CTR-2024-03299,1612,278,Strategic,Active,2024-10-25,2025-04-23,1000.00,500.00,USD,
3300,CTR-2023-03300,292,266,Strategic,Cancelled,2023-10-16,2024-10-15,2500.00,5000.00,USD,Service unreliability
3301,CTR-2024-03301,1163,192,Spot,Active,2024-06-04,2025-06-04,5000.00,1000.00,USD,
3302,CTR-2025-03302,1788,19,strategic ,Expired,2025-08-11,2026-08-11,2500.00,2500.00,USD,
3303,CTR-2023-03303,2231,33,Strategic,Cancelled,2023-02-11,2023-08-10,2500.00,500.00,USD, 
3304,CTR-2025-03304,431,179,Preferred,active,2025-04-03,2026-04-03,10000.00,0.00,CAD,
3305,CTR-2024-03305,700,278,strategic ,Active,2024-02-12,2027-02-11,2500.00,10000.00,USD,
3306,CTR-2023-03306,2103,218,Preferred,Cancelled,2023-11-20,11/19/2024,1000.00,1000.00,USD,Moved to competitor
3307,CTR-2024-03307,1914,165,Preferred,Active,2024-05-12,2025-05-12,500.00,500.00,USD,
3308,CTR-2024-03308,1295,79,Standard,Cancelled,2024-02-27,2025-02-26,500.00,5000.00,USD,Price increase
3309,CTR-2024-03309,2305,57,Preferred,Expired,2024-02-05,2027-02-04,1000.00,2500.00,USD,
3310,CTR-2023-03310,528,165,strategic ,Cancelled,2023-02-03,2025-02-02,500.00,5000.00,usd,Service unreliability
3311,CTR-2024-03311,286,252,strategic ,Active,2024-05-10,06/11/2024,1000.00,5000.00,USD,
3312,CTR-2025-03312,563,218,Preferred,Expired,2025-02-11,2027-02-11,10000.00,5000.00,USD,
3313,CTR-2023-03313,61,296,Preferred,Expired,2023-03-13,2023-09-09,25000.00,500.00,usd,
3314,CTR-2023-03314,1574,22,Preferred,Cancelled,2023-05-04,2023-10-31,500.00,1000.00,CAD, 
3315,CTR-2024-03315,87,236,Spot,Cancelled,2024-08-30,2027-08-30,1000.00,2500.00,USD,Moved to competitor
3316,CTR-2024-03316,45,249,strategic ,active,2024-02-07,2024-08-05,1000.00,10000.00,EUR,
3317,CTR-2025-03317,1800,22,Spot,Expired,2025-03-20,2027-03-20,25000.00,500.00,USD,
3318,CTR-2025-03318,1428,191,Strategic,active,2025-01-03,2028-01-03,500.00,5000.00,GBP,
3319,CTR-2023-03319,175,248,strategic ,Active,2023-10-07,2024-10-06,10000.00,2500.00,USD,
3320,CTR-2024-03320,2081,149,Preferred,Suspended,2024-04-16,2024-10-13,5000.00,500.00,GBP,
3321,CTR-2025-03321,1453,121,Strategic,Active,2025-06-02,2026-06-02,1000.00,10000.00,USD,
3322,CTR-2023-03322,1141,69,Standard,Cancelled,2023-07-25,2025-07-24,10000.00,0.00,EUR,Customer consolidation
3323,CTR-2025-03323,1721,128,Strategic,Suspended,2025-01-26,2025/07/25,25000.00,0.00,USD,
3324,CTR-2024-03324,472,82,Preferred,Cancelled,2024-01-14,13/01/2026,5000.00,500.00,CAD,Moved to competitor
3325,CTR-2025-03325,473,241,Spot,Active,2025-09-18,2026/09/18,25000.00,2500.00,USD,
3326,CTR-2024-03326,1217,26,Preferred,Active,2024-02-11,2026-02-10,25000.00,10000.00,USD,
3327,CTR-2023-03327,1909,26,Standard,Cancelled,2023-05-01,2026-04-30,2500.00,5000.00,CAD,Service unreliability
3328,CTR-2023-03328,1238,245,Spot,Expired,2023-12-05,6/2/2024,2500.00,10000.00,USD,
3329,CTR-2024-03329,266,39,Preferred,Active,2024-01-31,2025-01-30,1000.00,500.00,USD,
3330,CTR-2025-03330,1422,82,Strategic,Active,2025-01-10, 2027-01-10 ,2500.00,5000.00,USD,
3331,CTR-2024-03331,991,201,Spot,Active,2024-04-08,10/5/2024,10000.00,0.00,USD,
3332,CTR-2024-03332,1739,248,Strategic,active,2024-02-18,2024-08-16,10000.00,500.00,USD,
3333,CTR-2023-03333,2031,267,Standard,Expired,2023-04-04,2026-04-03,1000.00,5000.00,USD,
3334,CTR-2024-03334,576,174,Standard,Active,2024-03-09,2025-03-09,500.00,5000.00,GBP,
3335,CTR-2023-03335,2127,192,Strategic,Expired,2023-04-15,2025-04-14,5000.00,1000.00,USD,
3336,CTR-2025-03336,1179,82,Standard,Expired,2025-04-21,21/04/2027,25000.00,0.00,USD,
3337,CTR-2023-03337,358,254,Preferred,Active,2023-10-26,2024-10-25,25000.00,500.00,USD,
3338,CTR-2024-03338,2412,210,strategic ,active,2024-07-25,2025-01-21,2500.00,5000.00,EUR,
3339,CTR-2024-03339,1827,15,Preferred,Expired,2024-03-19,2027-03-19,500.00,2500.00,GBP,
3340,CTR-2024-03340,2101,262,Spot,Active,2024-05-01,2027-05-01,5000.00,10000.00,USD,
3341,CTR-2024-03341,1541,269,Preferred,active,2024-10-01,2025-03-30,500.00,10000.00,CAD,
3342,CTR-2025-03342,2154,299,Spot,Active,2025-01-12,2027-01-12,25000.00,2500.00,USD,
3343,CTR-2023-03343,1752,234,Spot,Expired,2023-08-25,2024-02-21,1000.00,0.00,USD,
3344,CTR-2025-03344,2488,33,Strategic,Active,2025-10-15,2026-10-15,5000.00,5000.00,USD,
3345,CTR-2025-03345,869,78,Standard,Active,2025-09-08,2026-09-08,1000.00,500.00,USD,
3346,CTR-2024-03346,1585,210,Spot,Active,2024-09-17,2026-09-17,25000.00,500.00,USD,
3347,CTR-2025-03347,1967,266,strategic ,Cancelled,2025-09-08,2026-09-08,1000.00,500.00,EUR,Customer consolidation
3348,CTR-2025-03348,233,152,strategic ,Active,2025-09-21,2027-09-21,2500.00,500.00,USD,
3349,CTR-2025-03349,138,20,Preferred,Cancelled,2025-07-20,2026-07-20,1000.00,2500.00,USD,Moved to competitor
3350,CTR-2023-03350,1948,41,Standard,active,2023-01-25,24/01/2026,25000.00,5000.00,CAD,
3351,CTR-2025-03351,2063,280,strategic ,Active,2025-07-29,2026-07-29,2500.00,10000.00,USD,
3352,CTR-2024-03352,1268,310,Spot,active,2024-02-09,2024/08/07,2500.00,0.00,USD,
3353,CTR-2024-03353,851,39,Spot,Active,2024-09-13,2027-09-13,5000.00,10000.00,USD,
3354,CTR-2025-03354,272,231,strategic ,Expired,2025-01-25,2026-01-25,25000.00,5000.00,usd,
3355,CTR-2024-03355,1446,7,Preferred,Active,2024-03-30,2027-03-30,10000.00,2500.00,USD,
3356,CTR-2024-03356,1131,243,Preferred,Active,2024-10-08,2026-10-08,10000.00,0.00,USD,
3357,CTR-2023-03357,2164,239,strategic ,Active,2023-07-30,7/29/2024,10000.00,10000.00,USD,
3358,CTR-2024-03358,871,106,Preferred,Expired,2024-07-03,2026-07-03,2500.00,500.00,GBP,
3359,CTR-2024-03359,198,174,Standard,Active,2024-08-02,2027-08-02,25000.00,500.00,USD,
3360,CTR-2023-03360,1600,187,Standard,Active,2023-12-09,2026-12-08,5000.00,1000.00,USD,
3361,CTR-2023-03361,378,146,Standard,Active,2023-06-24,2024-06-23,10000.00,1000.00,USD,
3362,CTR-2023-03362,1463,201,Spot,Cancelled,2023-02-08,08/02/2024,10000.00,10000.00,USD,Unknown
3363,CTR-2024-03363,837,121,Preferred,Active,2024-02-06,2027-02-05,500.00,1000.00,EUR,
3364,CTR-2024-03364,793,231,Strategic,Active,2024-01-10,2024-07-08,2500.00,0.00,USD,
3365,CTR-2024-03365,91,82,Preferred,Active,2024-10-27,2025-04-25,25000.00,10000.00,USD,
3366,CTR-2025-03366,1293,183,Spot,Cancelled,2025-03-04,31/08/2025,25000.00,500.00,USD,Service unreliability
3367,CTR-2024-03367,1267,280,Strategic,Cancelled,2024-09-25,2027-09-25,10000.00,0.00,EUR,Service unreliability
3368,CTR-2025-03368,323,78,Preferred,Cancelled,2025-01-20,2026-01-20,10000.00,500.00,CAD,Service unreliability
3369,CTR-2023-03369,1915,94,strategic ,Active,2023-01-26,2024-01-26,5000.00,2500.00,EUR,
3370,CTR-2023-03370,1944,64,Preferred,Cancelled,2023-12-19,2025-12-18,5000.00,5000.00,USD,Unknown
3371,CTR-2024-03371,410,67,strategic ,Active,2024-12-10,2025-12-10,25000.00,1000.00,USD,
3372,CTR-2025-03372,343,310,Strategic,Active,2025-06-12,2025-12-09,2500.00,10000.00,USD,
3373,CTR-2024-03373,890,30,Spot,Active,2024-07-26, 2027-07-26 ,500.00,2500.00,USD,
3374,CTR-2023-03374,1148,94,strategic ,Active,2023-01-16,2023-07-15,2500.00,2500.00,GBP,
3375,CTR-2025-03375,209,243,strategic ,Active,2025-08-30,2026-02-26,2500.00,2500.00,GBP,
3376,CTR-2023-03376,620,179,Standard,Active,2023-01-16,2023-07-15,10000.00,1000.00,USD,
3377,CTR-2023-03377,1596,147,Preferred,Active,2023-11-18,2024-11-17,25000.00,2500.00,USD,
3378,CTR-2023-03378,563,22,Spot,Expired,2023-03-10,2024-03-09,5000.00,2500.00,USD,
3379,CTR-2024-03379,634,15,Strategic,Cancelled,2024-07-24,2025-07-24,2500.00,500.00,CAD, 
3380,CTR-2025-03380,2273,240,Spot,Active,2025-06-17,2026-06-17,1000.00,0.00,USD,
3381,CTR-2023-03381,1171,299,Standard,Suspended,2023-01-28, 2026-01-27 ,25000.00,5000.00,usd,
3382,CTR-2025-03382,976,78,strategic ,Active,2025-06-07,2025-12-04,1000.00,2500.00,USD,
3383,CTR-2023-03383,1312,108,Standard,Expired,2023-11-18,2024-11-17,25000.00,0.00,USD,
3384,CTR-2025-03384,700,41,Spot,Suspended,2025-02-14,2026-02-14,2500.00,5000.00,USD,
3385,CTR-2023-03385,2205,192,Spot,Expired,2023-03-08,2024-03-07,25000.00,0.00,USD,
3386,CTR-2024-03386,502,51,strategic ,Active,2024-09-24,2025-03-23,5000.00,2500.00,EUR,
3387,CTR-2024-03387,310,146,Standard,Active,2024-09-02,2025-09-02,5000.00,2500.00,USD,
3388,CTR-2023-03388,448,262,Spot,Cancelled,2023-09-30,2024/03/28,10000.00,2500.00,USD,Customer consolidation
3389,CTR-2024-03389,114,278,Preferred,Cancelled,2024-10-11,4/9/2025,2500.00,1000.00,CAD,Moved to competitor
3390,CTR-2025-03390,2003,68,Strategic,Suspended,2025-10-02,10/2/2026,500.00,5000.00,usd,
3391,CTR-2025-03391,1704,231,Standard,Active,2025-09-01,2026-09-01,5000.00,500.00,USD,
3392,CTR-2025-03392,2226,149,Strategic,Expired,2025-06-01,2027-06-01,25000.00,2500.00,USD,
3393,CTR-2025-03393,2459,30,Spot,active,2025-01-31,30/07/2025,10000.00,5000.00,USD,
3394,CTR-2024-03394,1919,249,Spot,Active,2024-06-10,2024-12-07,10000.00,0.00,CAD,
3395,CTR-2025-03395,1507,39,Strategic,Expired,2025-07-08,2026-07-08,5000.00,0.00,USD,
3396,CTR-2024-03396,1657,140,strategic ,Expired,2024-03-05,2025-03-05,500.00,1000.00,CAD,
3397,CTR-2024-03397,35,146,Spot,Active,2024-07-09,2025-01-05,10000.00,5000.00,EUR,
3398,CTR-2024-03398,952,165,Standard,Suspended,2024-03-29,2025-03-29,2500.00,1000.00,GBP,
3399,CTR-2023-03399,2380,12,Strategic,Active,2023-08-11,2025-08-10,25000.00,500.00,USD,
3400,CTR-2023-03400,1442,262,strategic ,Active,2023-11-17,2024-11-16,25000.00,5000.00,USD,
3401,CTR-2023-03401,1256,106,Preferred,Active,2023-06-14,2026-06-13,1000.00,2500.00,USD,
3402,CTR-2024-03402,693,299,Standard,Cancelled,2024-12-05,12/5/2026,25000.00,10000.00,USD,Unknown
3403,CTR-2024-03403,1759,108,Strategic,Expired,2024-12-31,2026-12-31,5000.00,5000.00,USD,
3404,CTR-2024-03404,2240,41,strategic ,Expired,2024-04-25,2025-04-25,5000.00,10000.00,USD,
3405,CTR-2025-03405,1495,33,Standard,Active,2025-10-05,2026-10-05,25000.00,0.00,USD,
3406,CTR-2023-03406,1110,20,Strategic,Active,2023-02-26,2023-08-25,2500.00,1000.00,USD,
3407,CTR-2023-03407,2281,258,strategic ,Active,2023-08-15,2024/08/14,1000.00,5000.00,USD,
